Reporting Period End Date,IDRSSD,FDIC Certificate Number,OCC Charter Number,OTS Docket Number,Primary ABA Routing Number,Financial Institution Name,Financial Institution Address,Financial Institution City,Financial Institution State,Financial Institution Zip Code,Financial Institution Filing Type,RCON2170
30/09/2022,820842,9788,0,0,81914814,BLOOMSDALE BANK,55 MILL HILL ROAD ,BLOOMSDALE,MO,63627,51,308365
30/09/2022,820879,29135,702969,2969,241271928,"FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF VAN WERT, OH",679 FOX ROAD ,VAN WERT,OH,45891,51,139824
30/09/2022,821036,18566,0,11022,71923404,PEOPLES BANK OF KANKAKEE COUNTY,315 MAIN STREET NW ,BOURBONNAIS,IL,60914,51,320988
30/09/2022,821157,10236,0,0,91301048,"GOOSE RIVER BANK, THE",44 WEST MAIN ,MAYVILLE,ND,58257,51,160291
30/09/2022,821559,26755,0,13707,91971627,"MINNESOTA FIRST CREDIT AND SAVINGS, INCORPORATED",1932 VIKING DRIVE NORTHWEST ,ROCHESTER,MN,55901,51,24592
30/09/2022,821643,11343,0,10514,73911812,ASHTON STATE BANK,317 THIRD STREET ,ASHTON,IA,51232,41,52373
30/09/2022,821906,18467,0,0,11102612,SALISBURY BANK AND TRUST COMPANY,5 BISSELL STREET ,LAKEVILLE,CT,6039,51,1512117
30/09/2022,822042,5019,0,9655,72402283,SOUTHERN MICHIGAN BANK & TRUST,51 WEST PEARL STREET ,COLDWATER,MI,49036,41,1240313
30/09/2022,822051,10167,0,0,91204527,CITIZENS STATE BANK OF ROSEAU,118 MAIN AVENUE SOUTH ,ROSEAU,MN,56751,51,286813
30/09/2022,822275,28213,701149,1149,211370406,"WINTER HILL BANK, FSB",342 BROADWAY ,SOMERVILLE,MA,2145,51,406568
30/09/2022,822556,20099,0,0,111903232,TEXAS EXCHANGE BANK,109 NORTH CROWLEY ROAD ,CROWLEY,TX,760362697,41,4084942
30/09/2022,822631,19796,0,17247,71108782,MIDLAND COMMUNITY BANK,112 MARKET STREET ,KINCAID,IL,62540,51,106628
30/09/2022,823076,29986,0,4485,281071081,GUARDIAN SAVINGS BANK,3800 NAMEOKI ROAD ,GRANITE CITY,IL,62040,51,34359
30/09/2022,823133,926,14418,0,71102487,PEOPLES NATIONAL BANK OF KEWANEE,207 NORTH TREMONT STREET ,KEWANEE,IL,61443,51,559710
30/09/2022,823142,10804,0,0,81903715,DU QUOIN STATE BANK,15 EAST MAIN STREET ,DU QUOIN,IL,62832,41,125923
30/09/2022,823450,17643,14786,0,112202123,FIRST NATIONAL BANK,414 10TH STREET ,ALAMOGORDO,NM,883106766,51,437990
30/09/2022,823478,29147,0,2995,226072511,NORTHEAST COMMUNITY BANK,325 HAMILTON AVENUE ,WHITE PLAINS,NY,10601,51,1251995
30/09/2022,823553,17569,0,0,101108050,"BANK OF DENTON, THE",510 MAIN STREET ,DENTON,KS,66017,51,24671
30/09/2022,823638,15580,0,17511,61206843,FIRST BANK OF COASTAL GEORGIA,250 WEST BACON STREET ,PEMBROKE,GA,31321,51,166334
30/09/2022,823656,9770,0,0,91206101,FIRST STATE BANK SOUTHWEST,202 EIGHTH AVENUE SOUTHEAST ,PIPESTONE,MN,56164,51,385536
30/09/2022,824242,13774,0,13729,73912060,BENTON COUNTY STATE BANK,212 LOCUST STREET NORTHEAST ,BLAIRSTOWN,IA,52209,51,47548
30/09/2022,824653,3161,4701,0,111906501,TEXAS HERITAGE NATIONAL BANK,107 WEBB STREET ,DAINGERFIELD,TX,75638,51,515465
30/09/2022,824671,29995,0,4504,231374916,PHOENIXVILLE FEDERAL BANK AND TRUST,564 NUTT ROAD ,PHOENIXVILLE,PA,19460,51,587321
30/09/2022,824738,3688,347,11616,71113984,FIRST NATIONAL BANK OF LACON,111 SOUTH BROAD ,LACON,IL,61540,51,82547
30/09/2022,825146,18429,0,10842,71123204,MORTON COMMUNITY BANK,721 WEST JACKSON ,MORTON,IL,61550,41,4801758
30/09/2022,825454,8282,0,0,81513574,FIRST MISSOURI STATE BANK,2910 BARRON ROAD ,POPLAR BLUFF,MO,63901,41,218329
30/09/2022,825548,1936,0,0,81509449,COMMUNITY STATE BANK OF MISSOURI,117 WEST CHURCH STREET ,BOWLING GREEN,MO,63334,51,283919
30/09/2022,825753,16863,0,0,91016566,CITIZENS INDEPENDENT BANK,5000 WEST 36TH STREET ,SAINT LOUIS PARK,MN,55416,41,354515
30/09/2022,825847,14195,0,0,73907729,FARMERS TRUST & SAVINGS BANK,101 NORTH MAIN STREET ,BUFFALO CENTER,IA,50424,51,315895
30/09/2022,825940,2733,0,0,83904505,BANK OF BUFFALO,2441 GREENSBURG ROAD ,BUFFALO,KY,42716,51,88526
30/09/2022,826451,2328,0,0,103103668,"AMERICAN EXCHANGE BANK, LINDSAY, OKLAHOMA",402 SOUTH MAIN STREET ,LINDSAY,OK,73052,51,93272
30/09/2022,826648,15772,0,0,73921873,MEDIAPOLIS SAVINGS BANK,605 MAIN STREET ,MEDIAPOLIS,IA,52637,51,195559
30/09/2022,826956,9423,0,0,91302966,CHOICE FINANCIAL GROUP,4501 23RD AVENUE SOUTH ,FARGO,ND,58104,41,3355872
30/09/2022,827355,4598,3959,0,101201164,"FIRST NATIONAL BANK OF NEVADA, THE",100 WEST WALNUT ,NEVADA,MO,64772,51,115539
30/09/2022,827458,8637,0,0,91305280,DAKOTA WESTERN BANK,202 SOUTH MAIN STREET ,BOWMAN,ND,58623,51,323499
30/09/2022,827560,25158,0,0,321381233,"FINANCE FACTORS, LIMITED","1164 BISHOP STREET, SUITE 300 ",HONOLULU,HI,96813,31,
30/09/2022,828110,19978,15733,0,31201085,"PENNSVILLE NATIONAL BANK, THE",170 SOUTH BROADWAY ,PENNSVILLE,NJ,8070,51,270670
30/09/2022,828174,29164,703019,3019,261270831,FIRST FEDERAL SAVINGS & LOAN ASSOCIATION OF VALDOSTA,411 NORTH PATTERSON STREET ,VALDOSTA,GA,316014605,51,196812
30/09/2022,828473,31184,706503,6503,231375151,CITIZENS SAVINGS BANK,500 SOUTH STATE STREET ,CLARKS SUMMIT,PA,18411,41,385221
30/09/2022,828651,19220,0,0,107001232,ANB BANK,3033 EAST 1ST AVENUE ,DENVER,CO,80206,41,3147749
30/09/2022,829032,20215,0,55051,51501325,"BCBANK, INC.",27 PIKE STREET ,PHILIPPI,WV,26416,51,196003
30/09/2022,829041,15675,0,0,83907913,CITIZENS BANK & TRUST COMPANY,201 EAST MAIN STREET ,CAMPBELLSVILLE,KY,42718,51,308096
30/09/2022,829050,4146,13770,0,103100250,"BANK, NATIONAL ASSOCIATION, THE",201 EAST CARL ALBERT PARKWAY ,MCALESTER,OK,74501,51,458489
30/09/2022,829452,9811,0,0,101206389,COMMERCIAL BANK OF OAK GROVE,1114 SOUTH BROADWAY ,OAK GROVE,MO,64075,51,111427
30/09/2022,830113,13209,0,0,41212815,"FORT JENNINGS STATE BANK, THE",120 NORTH WATER STREET ,FORT JENNINGS,OH,45844,51,236604
30/09/2022,830252,15501,0,0,114911519,"LYTLE STATE BANK OF LYTLE, TEXAS, THE",14631 S FM 2790 WEST ,LYTLE,TX,78052,51,116383
30/09/2022,830355,4145,5052,0,103100218,FIRST NATIONAL BANK & TRUST COMPANY OF MCALESTER,235 EAST CHOCTAW ,MCALESTER,OK,74501,51,565615
30/09/2022,830542,1552,0,12483,73900742,CBI BANK & TRUST,301 IOWA AVENUE ,MUSCATINE,IA,52761,51,1128959
30/09/2022,830645,11319,0,9391,71107220,LONGVIEW COMMUNITY BANK,130 SOUTH WASHINGTON STREET ,MOUNT PULASKI,IL,62548,41,71073
30/09/2022,830748,12113,0,0,81913158,GERMANTOWN TRUST & SAVINGS BANK,205 GERMANTOWN ROAD ,BREESE,IL,62230,51,453871
30/09/2022,831008,18194,0,10540,211170208,"GUILFORD SAVINGS BANK, THE",1 PARK STREET BOX 369,GUILFORD,CT,6437,51,1050279
30/09/2022,831576,29177,0,0,284073785,BANKTENNESSEE,1125 WEST POPLAR ,COLLIERVILLE,TN,38017,51,528115
30/09/2022,831642,11228,0,0,75902337,FIRST CITIZENS STATE BANK,207 WEST MAIN STREET ,WHITEWATER,WI,53190,51,422181
30/09/2022,831875,31197,706517,6517,242170280,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION,655 MAIN STREET ,HAZARD,KY,41701,51,82164
30/09/2022,831941,15590,0,0,83907887,TAYLOR COUNTY BANK,201 LEBANON AVENUE ,CAMPBELLSVILLE,KY,42718,51,228539
30/09/2022,832528,2444,0,0,51502641,"CLAY COUNTY BANK, INC.",150 MAIN STREET ,CLAY,WV,25043,51,118814
30/09/2022,832546,14929,0,11332,72408290,WEST SHORE BANK,201 WEST LOOMIS STREET ,LUDINGTON,MI,49431,41,704789
30/09/2022,833404,23286,0,12488,211370642,FALL RIVER FIVE CENTS SAVINGS BANK,79 NORTH MAIN STREET ,FALL RIVER,MA,2720,41,1685137
30/09/2022,833749,5335,0,0,75901561,WOODTRUST BANK,181 2ND STREET SOUTH ,WISCONSIN RAPIDS,WI,54494,51,593478
30/09/2022,833758,25851,0,0,101105244,HEARTLAND TRI-STATE BANK,601 MORTON ,ELKHART,KS,67950,51,132769
30/09/2022,833851,8218,0,0,91905525,FIRST STATE BANK OF SWANVILLE,306 DEGRAFF AVENUE ,SWANVILLE,MN,56382,51,27254
30/09/2022,834175,29186,0,0,264171432,LAWRENCEBURG FEDERAL BANK,118 W. GAINES STREET ,LAWRENCEBURG,TN,38464,51,76288
30/09/2022,835079,28063,700827,827,242271969,"COVINGTON SAVINGS AND LOAN ASSOCIATION, THE",117 N HIGH ST ,COVINGTON,OH,45318,51,89812
30/09/2022,835257,9760,0,0,91915890,COMMUNITY BANK MANKATO,201 EAST MAIN STREET ,VERNON CENTER,MN,56090,51,452095
30/09/2022,835378,30043,0,4618,271170154,"BEARDSTOWN SAVINGS, S.B.",301 STATE STREET ,BEARDSTOWN,IL,62618,51,65787
30/09/2022,835444,11310,0,0,81203318,"BANK OF HERRIN, THE",101 SOUTH PARK AVENUE ,HERRIN,IL,62948,51,285552
30/09/2022,835613,8121,0,0,42107657,SECURITY BANK AND TRUST COMPANY,1 WEST 2ND STREET ,MAYSVILLE,KY,41056,51,68628
30/09/2022,835659,11465,0,0,101904225,TRI-COUNTY TRUST COMPANY,103 COMMERCE ,GLASGOW,MO,65254,51,59492
30/09/2022,835743,8232,0,0,84201663,"BANK OF HOLLY SPRINGS, THE",970 HIGHWAY 7 SOUTH ,HOLLY SPRINGS,MS,38635,51,463160
30/09/2022,835770,29188,0,0,275970130,FOX VALLEY SAVINGS BANK,51 EAST FIRST STREET ,FOND DU LAC,WI,54935,51,395800
30/09/2022,836656,4144,0,0,103105695,FARMERS AND MERCHANTS BANK,107 WEST MAIN ,MAYSVILLE,OK,73057,51,23930
30/09/2022,836843,14843,0,10044,73901233,MIDWESTONE BANK,102 SOUTH CLINTON STREET ,IOWA CITY,IA,52240,41,6488173
30/09/2022,837000,7072,13126,0,21411335,"FIRST NATIONAL BANK OF LONG ISLAND, THE",10 GLEN HEAD ROAD ,GLEN HEAD,NY,11545,41,4290048
30/09/2022,837046,13616,0,16259,73904502,CORYDON STATE BANK,201 WEST JACKSON ,CORYDON,IA,50060,51,107702
30/09/2022,837149,14735,0,0,83902468,"FIRST COMMUNITY BANK OF THE HEARTLAND, INC.",114 EAST JACKSON STREET ,CLINTON,KY,42031,51,392310
30/09/2022,837158,4148,5252,0,103101754,"FIRST NATIONAL BANK AND TRUST COMPANY OF MIAMI, THE",2 NORTH MAIN ,MIAMI,OK,74354,51,226471
30/09/2022,837354,5270,6544,0,91901561,"KEEN BANK, NATIONAL ASSOCIATION",101 N. STATE STREET ,WASECA,MN,56093,51,176792
30/09/2022,837448,11674,0,13398,71109846,WARREN-BOYNTON STATE BANK,702 WEST ILLINOIS STREET ,NEW BERLIN,IL,62670,51,210679
30/09/2022,837541,9259,0,0,81913556,FARMERS STATE BANK OF HOFFMAN,ROUTE 161 AND BROADWAY ,HOFFMAN,IL,62250,51,187197
30/09/2022,837608,17797,707794,7794,211370736,ROLLSTONE BANK & TRUST,780 MAIN STREET ,FITCHBURG,MA,1420,51,880957
30/09/2022,837653,3919,0,0,91310631,HEARTLAND STATE BANK,401 SECOND STREET ,EDGELEY,ND,58433,51,70789
30/09/2022,837840,11446,0,0,84201676,UNITY BANK OF MISSISSIPPI,650 HIGHWAY 7 SOUTH ,HOLLY SPRINGS,MS,38635,51,278123
30/09/2022,837952,26340,0,0,101104287,FLINT HILLS BANK,103 1/2 NORTH MAIN STREET ,ESKRIDGE,KS,66423,51,152943
30/09/2022,837970,27697,700133,133,265070545,FIFTH DISTRICT SAVINGS BANK,4000 GENERAL DEGAULLE DRIVE ,NEW ORLEANS,LA,70114,41,466681
30/09/2022,838155,17174,0,0,91311009,"PEOPLES STATE BANK, FAIRMOUNT, NORTH DAKOTA",201 MAIN AVENUE ,FAIRMOUNT,ND,58030,51,35525
30/09/2022,839068,1497,0,0,114904775,SECURITY STATE BANK,1000 NORTH OAK STREET ,PEARSALL,TX,780613409,51,789490
30/09/2022,839246,8775,0,0,83903098,BANK OF COLUMBIA,144 PUBLIC SQUARE ,COLUMBIA,KY,42728,51,192254
30/09/2022,839255,16127,0,0,103012843,FNB COMMUNITY BANK,2911 SOUTH AIR DEPOT ,MIDWEST CITY,OK,73110,41,529186
30/09/2022,839572,32242,708039,8039,242272324,"LIBERTY SAVINGS BANK, F.S.B.",2251 ROMBACH AVENUE ,WILMINGTON,OH,45177,51,1202137
30/09/2022,839817,288,0,0,42104579,FARMERS & TRADERS BANK OF CAMPTON,215 MOUNTAIN PARKWAY ,CAMPTON,KY,41301,41,62539
30/09/2022,839974,29206,0,3099,311971705,"GRAHAM SAVINGS AND LOAN, SSB",745 ELM STREET ,GRAHAM,TX,76450,51,150613
30/09/2022,840019,262,0,0,42104469,CITIZENS BANK,411 DYSART WAY ,MOUNT VERNON,KY,40456,51,188147
30/09/2022,840251,4664,0,0,101102289,HOME BANK AND TRUST COMPANY,217 NORTH MAIN ,EUREKA,KS,67045,51,143373
30/09/2022,840354,5278,0,0,91210922,FIRST FINANCIAL BANK IN WINNEBAGO,1 MAIN STREET SOUTH ,WINNEBAGO,MN,56098,51,53484
30/09/2022,840363,3387,0,0,111308057,FIRSTBANK SOUTHWEST,2401 S GEORGIA ST ,AMARILLO,TX,791091924,51,1541677
30/09/2022,840578,28085,0,0,244271543,NELSONVILLE HOME & SAVINGS,9 W COLUMBUS ST ,NELSONVILLE,OH,45764,51,36278
30/09/2022,840747,12855,0,10512,73908045,FARMERS STATE BANK,"131 TOWER PARK DRIVE, SUITE 100 ",WATERLOO,IA,50701,51,1504086
30/09/2022,841472,27742,0,207,274970267,MUTUAL SAVINGS BANK,80 EAST JEFFERSON STREET ,FRANKLIN,IN,46131,51,271823
30/09/2022,841753,12608,0,0,111102949,CITY BANK & TRUST CO.,146 ST DENIS STREET ,NATCHITOCHES,LA,71457,51,349833
30/09/2022,841838,9499,0,0,64202967,THREAD BANK,210 EAST MAIN STREET ,ROGERSVILLE,TN,37857,51,369541
30/09/2022,842376,27760,0,234,243074071,WEST VIEW SAVINGS BANK,9001 PERRY HIGHWAY ,PITTSBURGH,PA,15237,51,364242
30/09/2022,842460,24347,17611,0,114911687,LONE STAR NATIONAL BANK,206 WEST FERGUSON ,PHARR,TX,78577,41,3052780
30/09/2022,842853,10567,0,0,91908713,UNITED MINNESOTA BANK,105 EAST CENTRAL AVENUE E ,NEW LONDON,MN,56273,51,50658
30/09/2022,843476,30067,0,0,273970941,CORNERSTONE BANK,123 EAST MAIN STREET ,CLARINDA,IA,51632,51,45955
30/09/2022,843542,94,0,0,82901596,FIRST STATE BANK OF WARREN,104 SOUTH MAIN STREET ,WARREN,AR,71671,51,115007
30/09/2022,843953,13450,0,0,101105985,INTEGRITY BANK,401 MAIN STREET ,FOWLER,KS,67844,51,78008
30/09/2022,844053,19213,15379,0,104000841,SECURITY NATIONAL BANK OF OMAHA,1120 SOUTH 101ST STREET ,OMAHA,NE,68124,41,1590209
30/09/2022,844138,17587,0,0,65204951,SIMMESPORT STATE BANK,HIGHWAY 1 AND LAUREL STREET ,SIMMESPORT,LA,71369,51,181154
30/09/2022,844455,13798,14370,0,101101921,FIRST NATIONAL BANK IN FREDONIA,730 MADISON ,FREDONIA,KS,66736,51,94556
30/09/2022,844567,3389,0,0,111906006,POINTBANK,200 SOUTH HIGHWAY 377 ,PILOT POINT,TX,762589264,51,927378
30/09/2022,845247,9678,0,0,83904181,EDMONTON STATE BANK,909 WEST MAIN STREET ,GLASGOW,KY,42141,51,759063
30/09/2022,845443,11348,0,12478,73921200,FIRST IOWA STATE BANK,714 1ST STREET ,KEOSAUQUA,IA,52565,51,150855
30/09/2022,845573,30076,0,4693,221271951,"SPENCER SAVINGS BANK, SAVINGS AND LOAN ASSOCIATION",611 RIVER DRIVE RIVER DRIVE CENTER 3,ELMWOOD PARK,NJ,7407,41,3694232
30/09/2022,846132,10803,0,0,71112561,DEWEY BANK,2994 CR 900 EAST ,DEWEY,IL,61840,51,30596
30/09/2022,846945,2469,0,0,75902188,BADGER BANK,220 GRANT STREET ,FORT ATKINSON,WI,53538,51,178390
30/09/2022,847157,8544,0,0,91210074,UNITED COMMUNITY BANK,301 WEST MAIN STREET ,PERHAM,MN,56573,51,324841
30/09/2022,847979,32286,0,8094,242270698,COMMUNITY SAVINGS BANK,503 WEST PLANE ST ,BETHEL,OH,45106,51,87106
30/09/2022,848248,19644,0,0,84001148,FIDELITY BANK,330 WEST BROADWAY ,WEST MEMPHIS,AR,72301,51,568965
30/09/2022,848453,13960,0,0,81506358,"BANK OF HOUSTON, THE",404 SOUTH GRAND ,HOUSTON,MO,65483,51,51452
30/09/2022,849076,29241,703155,3155,311971776,HENDERSON FEDERAL SAVINGS BANK,130 N MARSHALL ST ,HENDERSON,TX,75652,51,120729
30/09/2022,849348,230,0,0,73917887,COMMUNITY STATE BANK,1812 HIGHWAY BOULEVARD ,SPENCER,IA,51301,51,331478
30/09/2022,849357,3268,6922,0,111911033,"FIRST NATIONAL BANK OF HUGHES SPRINGS, THE",505 EAST FIRST STREET ,HUGHES SPRINGS,TX,75656,51,334371
30/09/2022,849432,6180,0,0,51502395,"BANK OF MONROE, THE",39 MAIN STREET ,UNION,WV,24983,41,210247
30/09/2022,850036,3657,0,11088,71922777,FIRST AMERICAN BANK,700 BUSSE ROAD ,ELK GROVE VILLAGE,IL,60007,41,6064874
30/09/2022,850054,5460,13557,0,104101465,FIRST NATIONAL BANK IN ORD,"1411 ""M"" STREET ",ORD,NE,68862,41,153455
30/09/2022,850456,17317,0,0,101102221,GOPPERT STATE SERVICE BANK,FIFTH AND OAK ,GARNETT,KS,66032,51,253002
30/09/2022,851060,24064,0,0,114910918,ATASCOSA BANK,1525 W. OAKLAWN DRIVE ,PLEASANTON,TX,780643829,51,94658
30/09/2022,851172,31900,0,7583,253272229,"CITIZENS BUILDING AND LOAN, SSB",229 TRADE STREET ,GREER,SC,29651,51,145072
30/09/2022,851239,11952,0,0,51503145,"POCA VALLEY BANK, INC., THE",7033 CHARLESTON ROAD ,WALTON,WV,25286,51,485684
30/09/2022,851631,1808,0,15971,71120207,BETTER BANKS,10225 NORTH KNOXVILLE AVENUE ,PEORIA,IL,61615,51,436864
30/09/2022,852218,628,8,0,21000021,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",1111 POLARIS PARKWAY ,COLUMBUS,OH,43240,31,
30/09/2022,852254,9420,0,0,91310741,"UNION BANK, THE",1700 HIGHWAY 49 NORTH ,BEULAH,ND,58523,51,256195
30/09/2022,852320,9846,0,12045,53101121,TRUIST BANK,214 N. TRYON STREET ,CHARLOTTE,NC,28202,31,
30/09/2022,852544,1528,0,0,82901334,SOUTHERN BANCORP BANK,601 MAIN STREET ,ARKADELPHIA,AR,71923,51,2178021
30/09/2022,852704,26333,0,0,22313021,GENESEE REGIONAL BANK,3380 MONROE AVENUE ,ROCHESTER,NY,14618,51,1093662
30/09/2022,852713,7714,0,0,31907790,QNB BANK,15 N. THIRD STREET ,QUAKERTOWN,PA,18951,51,1633454
30/09/2022,852973,19827,21060,0,123200059,"PIONEER TRUST BANK, NATIONAL ASSOCIATION",109 COMMERCIAL STREET NORTHEAST ,SALEM,OR,97301,51,754101
30/09/2022,853112,9443,0,0,44109336,HEARTLAND BANK,430 NORTH HAMILTON ROAD ,WHITEHALL,OH,43213,51,1572912
30/09/2022,853251,26351,21008,0,113001242,UNITY NATIONAL BANK OF HOUSTON,2602 BLODGETT ,HOUSTON,TX,770045316,51,214598
30/09/2022,853671,30111,704769,4769,253272410,OCONEE FEDERAL SAVINGS AND LOAN ASSOCIATION,115 EAST NORTH SECOND STREET ,SENECA,SC,29678,51,551078
30/09/2022,853747,15760,14435,0,81221549,CITIZENS NATIONAL BANK OF ALBION,10 WEST ELM STREET ,ALBION,IL,62806,51,344002
30/09/2022,853804,90175,0,8486,211373102,"BANK OF CANTON, THE",490 TURNPIKE STREET ,CANTON,MA,2021,51,897890
30/09/2022,853934,17734,0,0,63106352,COMMUNITY STATE BANK,811 SOUTH WALNUT STREET ,STARKE,FL,32091,51,257303
30/09/2022,853952,12633,0,0,86500634,"CENTRAL TRUST BANK, THE",238 MADISON STREET ,JEFFERSON CITY,MO,65101,41,19446152
30/09/2022,854173,30121,0,4789,231371618,INVESTMENT SAVINGS BANK,900 S. 16TH STREET ,ALTOONA,PA,16602,51,105312
30/09/2022,854753,1903,0,0,91909437,SAINT CLAIR STATE BANK (INCORPORATED),100 MAIN STREET WEST ,SAINT CLAIR,MN,56080,51,112502
30/09/2022,854847,5791,0,11776,73921543,FIRST STATE BANK,304 EAST MAIN STREET ,BELMOND,IA,50421,51,133242
30/09/2022,855143,15035,0,0,84107181,RIVERWIND BANK,100 SOUTH SECOND STREET ,AUGUSTA,AR,72006,51,132459
30/09/2022,855264,17811,14821,0,113123162,FIRST NATIONAL BANK IN PORT LAVACA,1101 HIGHWAY 35 S ,PORT LAVACA,TX,77979,51,377547
30/09/2022,855303,14820,10216,0,21309201,"CITIZENS NATIONAL BANK OF HAMMOND, THE",19 MAIN STREET ,HAMMOND,NY,13646,51,29072
30/09/2022,855563,25726,0,0,321181501,MURPHY BANK,"5180 NORTH PALM, SUITE 101 ",FRESNO,CA,93704,41,366434
30/09/2022,855741,11739,0,14017,71110042,BANKORION,1114 4TH STREET ,ORION,IL,61273,51,617408
30/09/2022,855844,3759,5525,0,81205264,ANNA-JONESBORO NATIONAL BANK,201 SOUTH MAIN STREET ,ANNA,IL,62906,51,267765
30/09/2022,855956,13195,0,0,91302788,UNION STATE BANK OF HAZEN,209 CENTRAL AVENUE NORTH ,HAZEN,ND,58545,51,208129
30/09/2022,856159,18937,15198,0,91914406,SAINT MARTIN NATIONAL BANK,136 MAINE STREET ,SAINT MARTIN,MN,56376,51,31159
30/09/2022,856243,3719,1154,16923,71902399,"AMERICAN COMMERCIAL BANK & TRUST, NATIONAL ASSOCIATION",701 LASALLE STREET ,OTTAWA,IL,61350,51,1264067
30/09/2022,856346,11299,0,0,81210398,"FARMERS STATE BANK OF ALTO PASS, ILL.",55 ELM STREET ,ALTO PASS,IL,62905,41,317906
30/09/2022,856458,17813,0,0,91304032,BANK OF HAZELTON,363 MAIN STREET ,HAZELTON,ND,58544,51,58573
30/09/2022,856542,5792,0,0,73912196,"BREDA SAVINGS BANK, THE",105 MAIN STREET ,BREDA,IA,51436,51,85650
30/09/2022,856748,17211,0,0,82907736,"CITIZENS BANK, THE",655 SAINT LOUIS STREET ,BATESVILLE,AR,72501,51,1241655
30/09/2022,856869,18302,0,0,111912388,POWELL STATE BANK,100 CARR STREET ,POWELL,TX,75153,51,37139
30/09/2022,856944,25260,0,0,73912222,STATE BANK OF BROOKS,701 BENTON AVENUE ,CORNING,IA,50841,51,23033
30/09/2022,857259,17995,0,0,101108526,BANK OF GREELEY,118 WEST BROWN STREET ,GREELEY,KS,66033,51,45341
30/09/2022,857455,18216,0,0,112323594,TEJAS BANK,1405 SOUTH STOCKTON AVENUE ,MONAHANS,TX,79756,51,210859
30/09/2022,857576,28151,0,0,271971599,WEST TOWN BANK & TRUST,7820 WEST 26TH STREET ,NORTH RIVERSIDE,IL,60546,51,390415
30/09/2022,857745,13712,0,10669,73914220,LIBERTYVILLE SAVINGS BANK,2000 WEST JEFFERSON STREET ,FAIRFIELD,IA,52556,51,413862
30/09/2022,857811,2359,0,0,31307701,MAUCH CHUNK TRUST COMPANY,1111 NORTH STREET ,JIM THORPE,PA,18229,51,592149
30/09/2022,857875,30133,704817,4817,283971901,"MID-SOUTHERN SAVINGS BANK, F.S.B.",300 NORTH WATER STREET ,SALEM,IN,47167,51,264488
30/09/2022,857941,3762,0,0,81206946,GREAT RIVERS BANK,694 BAINBRIDGE ,BARRY,IL,62312,51,162208
30/09/2022,858153,13926,0,0,101104740,STATE BANK OF CANTON,103 SOUTH MAIN ,CANTON,KS,67428,51,39654
30/09/2022,858443,3761,10911,0,81211520,"FIRST NATIONAL BANK OF AVA, THE",304 WEST MAIN STREET ,AVA,IL,62907,41,72602
30/09/2022,858452,12745,0,0,104905166,BANK OF PRAGUE,316 WEST CENTER AVENUE ,PRAGUE,NE,68050,51,40303
30/09/2022,858528,9507,0,11657,51401849,"BANK OF MARION, THE",102 WEST MAIN STREET ,MARION,VA,24354,41,540974
30/09/2022,858818,7274,0,0,21309285,WSB MUNICIPAL BANK,111 CLINTON STREET ,WATERTOWN,NY,13601,51,162236
30/09/2022,858854,15111,0,0,101106379,"CITIZENS STATE BANK, THE",410 EAST MAIN STREET ,GRIDLEY,KS,66852,51,308413
30/09/2022,859002,90188,0,15456,211870935,EASTHAMPTON SAVINGS BANK,36 MAIN STREET ,EASTHAMPTON,MA,1027,51,1701799
30/09/2022,859141,11771,0,17422,73902546,AVAILA BANK,126 WEST 6TH STREET ,CARROLL,IA,51401,41,1472589
30/09/2022,859552,26627,0,0,111916724,BANK OF THE WEST,108 W NORTHWEST HWY ,GRAPEVINE,TX,760513270,41,745515
30/09/2022,859655,26677,0,0,103003616,"BANKERS BANK, THE","9020 NORTH MAY AVENUE, SUITE 200 ",OKLAHOMA CITY,OK,73120,51,185372
30/09/2022,859712,16026,0,11235,226071033,RIDGEWOOD SAVINGS BANK,71-02 FOREST AVENUE ,RIDGEWOOD,NY,11385,41,6857820
30/09/2022,860053,18561,14991,0,96001013,"SUNRISE BANKS, NATIONAL ASSOCIATION",200 UNIVERSITY AVENUE WEST ,SAINT PAUL,MN,55103,41,1957060
30/09/2022,860147,3720,13478,13685,71103509,FIRST NATIONAL BANK OF PANA,306 SOUTH LOCUST STREET ,PANA,IL,62557,51,279449
30/09/2022,860231,10077,0,0,71112817,FARMERS STATE BANK OF EMDEN,201 LINCOLN STREET ,EMDEN,IL,62635,51,41003
30/09/2022,860259,12493,0,0,104000870,PREMIER BANK,16802 BURKE STREET ,OMAHA,NE,68118,41,346504
30/09/2022,860334,306,0,13006,65402520,BANK OF ZACHARY,4743 MAIN STREET ,ZACHARY,LA,70791,51,380816
30/09/2022,860352,16231,0,0,91302872,DAKOTA HERITAGE BANK,109 MAIN STREET ,HUNTER,ND,58048,51,311362
30/09/2022,861153,17403,0,0,101108636,"HAVILAND STATE BANK, THE",209 NORTH MAIN ,HAVILAND,KS,67059,51,42918
30/09/2022,861658,5252,0,0,91901972,FIRST SECURITY BANK - SLEEPY EYE,100 EAST MAIN ,SLEEPY EYE,MN,56085,51,254931
30/09/2022,861742,11726,0,13220,71915218,PIONEER STATE BANK,137 SOUTH MAIN STREET ,EARLVILLE,IL,60518,51,133156
