Reporting Period End Date,IDRSSD,FDIC Certificate Number,OCC Charter Number,OTS Docket Number,Primary ABA Routing Number,Financial Institution Name,Financial Institution Address,Financial Institution City,Financial Institution State,Financial Institution Zip Code,Financial Institution Filing Type,RCON2170
31/03/2020,511832,9168,0,12435,64105734,WAYNE COUNTY BANK,216 SOUTH HIGH STREET ,WAYNESBORO,TN,38485,51,319236
31/03/2020,513256,3034,6030,0,102101111,FIRST NATIONAL BANK OF LAS ANIMAS,535 BENT AVENUE ,LAS ANIMAS,CO,81054,41,395750
31/03/2020,513322,26588,0,0,53201856,DEDICATED COMMUNITY BANK,202 CASHUA STREET ,DARLINGTON,SC,29532,51,69907
31/03/2020,513340,18584,0,13502,72403554,COMMERCIAL BANK,301 NORTH STATE STREET ,ALMA,MI,48801,51,510775
31/03/2020,513546,3821,8221,0,81906275,"FARMERS AND MERCHANTS NATIONAL BANK OF NASHVILLE, THE",120 WEST SAINT LOUIS STREET ,NASHVILLE,IL,62263,51,189722
31/03/2020,513854,12757,0,0,103109390,FIRST STATE BANK,106 DALTON AVENUE ,VALLIANT,OK,74764,51,68529
31/03/2020,513920,9860,0,0,41210370,"MARBLEHEAD BANK, THE",709 WEST MAIN STREET ,MARBLEHEAD,OH,43440,51,49542
31/03/2020,514048,5635,0,0,82904726,CORNERSTONE BANK,152 EAST VAN BUREN ,EUREKA SPRINGS,AR,72632,51,347839
31/03/2020,514057,16516,0,0,104113712,NEBRASKA STATE BANK,4TH AND HOFFMAN ,LYNCH,NE,68746,51,15670
31/03/2020,514066,21956,0,0,122234783,MONTECITO BANK & TRUST,1000 STATE STREET ,SANTA BARBARA,CA,93101,51,1602921
31/03/2020,514132,324,0,12223,65304385,CITIZENS BANK,814 MAIN STREET ,COLUMBIA,MS,39429,51,440403
31/03/2020,514356,399,0,0,103103503,FIRST SUMMIT BANK,6TH AND WASHINGTON ,RYAN,OK,73565,41,27013
31/03/2020,514655,3206,10420,0,113115484,"TEXAS GULF BANK, NATIONAL ASSOCIATION",1626 SOUTH VOSS ROAD ,HOUSTON,TX,77057,51,610629
31/03/2020,514936,22138,0,11806,61102662,RABUN COUNTY BANK,121 RICKMAN STREET ,CLAYTON,GA,30525,51,194918
31/03/2020,515054,16511,0,0,84000929,TRI-STATE BANK OF MEMPHIS,4606 ELVIS PRESLEY BOULEVARD ,MEMPHIS,TN,38116,51,90071
31/03/2020,515979,29582,703697,3697,253272342,PEE DEE FEDERAL SAVINGS BANK,106 NORTHEAST COURT STREET ,MARION,SC,29571,51,34281
31/03/2020,516154,14275,0,0,104908082,FARMERS AND MERCHANTS BANK,501 MAIN STREET ,MILLIGAN,NE,68406,51,120170
31/03/2020,516855,4178,0,0,103102216,SECURITY BANK,10727 E. 51ST STREET ,TULSA,OK,74146,51,609791
31/03/2020,516873,28805,702397,2397,221972027,SUNNYSIDE FEDERAL SAVINGS AND LOAN ASSOCIATION OF IRVINGTON,56 MAIN ST ,IRVINGTON,NY,10533,51,88900
31/03/2020,517049,5615,0,0,82907008,CHAMBERS BANK,901 MAIN STREET ,DANVILLE,AR,72833,51,989196
31/03/2020,517357,14899,0,0,103101877,BLUE SKY BANK,101 EAST 8TH STREET ,PAWHUSKA,OK,74056,51,367020
31/03/2020,517441,2455,0,0,75903242,"BANK OF BRODHEAD, THE",806 EAST EXCHANGE STREET ,BRODHEAD,WI,53520,51,216817
31/03/2020,517674,30441,705339,5339,265270345,FIRST FEDERAL BANK OF LOUISIANA,1135 LAKESHORE DRIVE ,LAKE CHARLES,LA,706019420,51,936820
31/03/2020,518037,21292,0,15773,61202371,PEOPLESSOUTH BANK,203 WEST CRAWFORD STREET ,COLQUITT,GA,39837,51,804664
31/03/2020,518176,30447,0,5352,265270811,RAYNE BUILDING & LOAN ASSOCIATION,200 NORTH ADAMS AVENUE ,RAYNE,LA,705785920,51,53741
31/03/2020,518354,13054,0,0,91805609,PARK BANK,1200 MAIN STREET ,HOLMEN,WI,54636,51,56876
31/03/2020,518877,31762,0,0,314973548,GREATER STATE BANK,3300 NORTH 10TH STREET ,MCALLEN,TX,78501,51,89071
31/03/2020,519146,21805,0,0,82901460,FIRST STATE BANK OF DEQUEEN,402 WEST COLLIN RAYE DRIVE ,DEQUEEN,AR,71832,51,290815
31/03/2020,519360,23749,17176,0,121038773,MISSION NATIONAL BANK,3060 16TH STREET ,SAN FRANCISCO,CA,94103,51,230943
31/03/2020,519445,1562,0,0,83905083,PEOPLES BANK,265 OLD SPRINGFIELD ROAD ,LEBANON,KY,40033,51,67032
31/03/2020,519874,8681,0,0,125102676,LAMONT BANK OF ST. JOHN,6 EAST FRONT STREET ,SAINT JOHN,WA,99171,51,54278
31/03/2020,520003,14140,0,8416,211672683,NORTHFIELD SAVINGS BANK,33 SOUTH MAIN STREET ,NORTHFIELD,VT,5663,51,1067966
31/03/2020,520423,2068,0,0,44101745,"FAHEY BANKING COMPANY, THE",127 NORTH MAIN STREET ,MARION,OH,43302,51,283072
31/03/2020,520777,28841,0,2470,271070681,COMMUNITY SAVINGS BANK,4801 WEST BELMONT AVENUE ,CHICAGO,IL,60641,51,403571
31/03/2020,521064,5520,13854,0,111305746,"SANTA ANNA NATIONAL BANK, THE",610 WALLIS AVE ,SANTA ANNA,TX,76878,51,51476
31/03/2020,521158,13919,14012,0,114917908,"SOUTHTRUST BANK, N.A.",601 GUADALUPE STREET ,GEORGE WEST,TX,78022,51,418733
31/03/2020,521804,7153,0,0,21911398,MAHOPAC BANK,630 ROUTE 6 ,MAHOPAC,NY,10541,41,1334374
31/03/2020,521952,4204,12095,0,103110392,STROUD NATIONAL BANK,300 WEST MAIN STREET ,STROUD,OK,74079,51,75434
31/03/2020,521970,29637,703790,3790,302373079,BIG HORN FEDERAL SAVINGS BANK,33 NORTH SIXTH STREET ,GREYBULL,WY,82426,51,269998
31/03/2020,522034,17975,0,17176,62106120,"COMMERCIAL BANK OF OZARK, THE",208 SOUTH MERRICK AVENUE ,OZARK,AL,36360,51,94886
31/03/2020,522454,22448,0,0,103102193,FIRST STATE BANK,1111 SOUTH MUSKOGEE ,TAHLEQUAH,OK,74464,51,62302
31/03/2020,522605,11971,0,0,11201759,BAR HARBOR BANK AND TRUST COMPANY,82 MAIN STREET ,BAR HARBOR,ME,4609,41,3674818
31/03/2020,522669,17094,0,0,111922776,HOMEBANK TEXAS,601 NORTH HIGHWAY 175 ,SEAGOVILLE,TX,75159,51,217349
31/03/2020,522753,15669,0,0,111906747,MCBANK,1017 PARKER STREET ,GOLDTHWAITE,TX,76844,51,324872
31/03/2020,522847,9314,0,0,83903894,"LIMESTONE BANK, INC",2500 EASTPOINT PARKWAY ,LOUISVILLE,KY,40223,51,1267770
31/03/2020,522856,24342,0,0,103102821,YORKTOWN BANK,1913 SOUTH ELLIOTT ,PRYOR,OK,74361,51,106027
31/03/2020,523161,17214,0,0,113104275,CITIZENS STATE BANK,222 MAIN STREET ,SEALY,TX,77474,51,302682
31/03/2020,524579,29657,0,3836,275971906,"GREAT MIDWEST BANK, STATE SAVINGS BANK",15900 WEST BLUEMOUND ROAD ,BROOKFIELD,WI,53005,51,849039
31/03/2020,524757,8661,0,0,84303008,FARMERS BANK,29 EAST MAIN STREET ,PARSONS,TN,38363,51,40164
31/03/2020,524766,18301,0,0,111323689,FIRST STATE BANK,1 COMMERCE PARK ,SHALLOWATER,TX,79363,41,96591
31/03/2020,524953,4185,0,0,103102627,FIRST PRYORITY BANK,310 EAST GRAHAM ,PRYOR,OK,74361,51,216957
31/03/2020,524971,28400,0,0,275971825,WESTBURY BANK,N16W23250 STONE RIDGE DRIVE SUITE 5 ,WAUKESHA,WI,53188,41,818550
31/03/2020,525053,4211,11397,0,103111252,FIRST NATIONAL BANK OF OKLAHOMA,5101 N WESTERN AVE ,OKLAHOMA CITY,OK,73118,41,579737
31/03/2020,525549,15091,0,0,75904953,STATE BANK OF CROSS PLAINS,1205 MAIN STREET ,CROSS PLAINS,WI,53528,41,1336036
31/03/2020,526452,1673,0,0,91404466,1ST FINANCIAL BANK USA,331 NORTH DAKOTA DUNES BOULEVARD ,DAKOTA DUNES,SD,57049,31,
31/03/2020,526519,8426,0,0,31316815,1ST SUMMIT BANK,125 DONALD LANE ,JOHNSTOWN,PA,15904,41,1106503
31/03/2020,526854,20993,0,0,84302300,"HARDIN COUNTY BANK, THE",235 WAYNE ROAD ,SAVANNAH,TN,38372,41,521367
31/03/2020,527057,14604,0,0,81511990,COMMUNITY POINT BANK,13218 RAILROAD AVENUE ,RUSSELLVILLE,MO,65074,51,140735
31/03/2020,527178,29679,703874,3874,265470792,ANTHEM BANK & TRUST,23910 RAILROAD AVENUE ,PLAQUEMINE,LA,70764,51,160776
31/03/2020,527600,90259,0,10965,211371463,NORTH EASTON SAVINGS BANK,20 EASTMAN STREET ,SOUTH EASTON,MA,2375,51,1137348
31/03/2020,527749,18448,0,0,73908359,SECURITY STATE BANK,207 ISABELLA STREET ,RADCLIFFE,IA,50230,51,102761
31/03/2020,527954,5452,209,0,104000016,FIRST NATIONAL BANK OF OMAHA,1620 DODGE STREET ,OMAHA,NE,68102,41,22265188
31/03/2020,528102,90258,0,12044,211374091,NORTH BROOKFIELD SAVINGS BANK,35 SUMMER STREET ,NORTH BROOKFIELD,MA,1535,41,326504
31/03/2020,528241,15405,0,0,73901990,HOUGHTON STATE BANK,116 EAST COOLBAUGH STREET ,RED OAK,IA,51566,51,173911
31/03/2020,528849,11236,0,0,75905622,HORICON BANK,326 EAST LAKE STREET ,HORICON,WI,53032,51,885006
31/03/2020,528960,24563,0,0,114011011,TEXAS COMMUNITY BANK,6721 MCPHERSON ROAD ,LAREDO,TX,78041,41,1434247
31/03/2020,529275,29692,703896,3896,304971990,LINCOLN FEDERAL SAVINGS BANK OF NEBRASKA,1101 'N' STREET ,LINCOLN,NE,68508,51,322322
31/03/2020,529341,12514,0,0,75909408,IXONIA BANK,W1046 MARIETTA AVENUE ,IXONIA,WI,53036,51,396209
31/03/2020,529659,5472,0,0,104901348,CATTLE BANK & TRUST,104 SOUTH 5TH STREET ,SEWARD,NE,68434,51,290912
31/03/2020,529958,23647,25143,0,111010170,"TIB THE INDEPENDENT BANKERSBANK, NATIONAL ASSOCIATION",11701 LUNA ROAD ,FARMERS BRANCH,TX,75234,41,2851074
31/03/2020,530655,1147,0,0,101101659,"PEOPLES BANK, THE",222 SOUTH MAIN STREET ,PRATT,KS,67124,51,435913
31/03/2020,530703,20931,0,0,11200585,DAMARISCOTTA BANK & TRUST CO.,25 MAIN STREET ,DAMARISCOTTA,ME,4543,51,195200
31/03/2020,530851,10719,0,0,113121384,PEOPLES STATE BANK OF HALLETTSVILLE,116 EAST THIRD STREET ,HALLETTSVILLE,TX,77964,51,274244
31/03/2020,531157,23099,0,0,101103084,"BANK OF PROTECTION, THE",302 N BROADWAY ,PROTECTION,KS,67127,51,68204
31/03/2020,531250,8439,0,0,84302698,CENTENNIAL BANK,5420 BROAD STREET SOUTH ,TREZEVANT,TN,38258,51,589656
31/03/2020,532042,13454,0,0,75903116,ROYAL BANK,202 MAIN STREET ,ELROY,WI,53929,51,472899
31/03/2020,532453,15593,0,0,91408792,IPSWICH STATE BANK,301 1ST AVENUE ,IPSWICH,SD,57451,51,57755
31/03/2020,532752,16120,0,0,101106609,"RILEY STATE BANK OF RILEY KANSAS, THE",201 SOUTH BROADWAY STREET ,RILEY,KS,66531,51,92656
31/03/2020,533124,24015,0,10119,52001772,"HARBOR BANK OF MARYLAND, THE",25 WEST FAYETTE STREET ,BALTIMORE,MD,21201,51,282193
31/03/2020,533227,16167,0,0,41213872,"METAMORA STATE BANK, THE",120 EAST MAIN STREET ,METAMORA,OH,43540,51,81184
31/03/2020,533535,2784,0,16462,62202163,FIRST BANK OF BOAZ,124 S. MAIN STREET ,BOAZ,AL,35957,41,226279
31/03/2020,534073,28463,0,1639,242272269,LIBERTY BANK,314 PARK AVE. ,IRONTON,OH,45638,51,51892
31/03/2020,534242,13931,0,0,73908511,STATE BANK OF SCHALLER,100 WEST 2ND STREET ,SCHALLER,IA,51053,51,33436
31/03/2020,534466,25869,0,0,121141343,METROPOLITAN BANK,250 EAST 18TH STREET ,OAKLAND,CA,94606,51,173460
31/03/2020,534756,402,0,0,103109015,SOONER STATE BANK,2 SOUTHEAST FOURTH ,TUTTLE,OK,73089,51,269113
31/03/2020,534859,14556,0,0,101111681,EXCHANGE STATE BANK,408 NORTH 5TH STREET ,SAINT PAUL,KS,66771,51,75116
31/03/2020,534877,27943,0,587,243373112,BRENTWOOD BANK,411 MCMURRAY ROAD ,BETHEL PARK,PA,15102,51,734536
31/03/2020,535034,307,0,17112,65201624,LANDMARK BANK,12225 ST. HELENA STREET ,CLINTON,LA,70722,51,141100
31/03/2020,535575,31410,0,6903,253272494,"1ST FEDERAL SAVINGS BANK OF SC, INC.",300 ROBERTSON BOULEVARD ,WALTERBORO,SC,29488,51,98844
31/03/2020,535753,19600,15592,0,107001481,"ACADEMY BANK, N.A.",1881 MAIN STREET ,KANSAS CITY,MO,64108,51,2163530
31/03/2020,535931,16396,0,0,63105515,LAFAYETTE STATE BANK,340 WEST MAIN STREET ,MAYO,FL,32066,41,127610
31/03/2020,535940,12386,0,0,71107987,STATE BANK OF TOULON,102 WEST MAIN STREET ,TOULON,IL,61483,51,228694
31/03/2020,536059,26223,18558,0,113015500,"GOLDEN BANK, NATIONAL ASSOCIATION",9315 BELLAIRE BLVD ,HOUSTON,TX,77036,41,1071625
31/03/2020,536349,1553,0,0,73903396,SHELBY COUNTY STATE BANK,508 COURT STREET ,HARLAN,IA,51537,51,271405
31/03/2020,536527,14679,0,0,54000959,INDUSTRIAL BANK,"4812 GEORGIA AVENUE, NW ",WASHINGTON,DC,20011,51,559758
31/03/2020,536554,17478,0,0,104113880,FIRSTIER BANK,115 SOUTH WALNUT STREET ,KIMBALL,NE,69145,51,448997
31/03/2020,536853,14260,0,0,103103121,WALTERS BANK AND TRUST COMPANY,201 NORTH BROADWAY ,WALTERS,OK,73572,51,52630
31/03/2020,537038,17713,0,0,71922764,DURAND STATE BANK,1005 CAMERON DRIVE ,DURAND,IL,61024,41,106300
31/03/2020,537243,5797,0,0,73918569,FARMERS STATE BANK,99 NORTH 7TH STREET ,NORTHWOOD,IA,50459,51,198308
31/03/2020,537355,2318,0,0,103112329,CORNERSTONE BANK,115 WEST A ,WATONGA,OK,73772,41,220203
31/03/2020,537449,15229,0,0,75905787,FIRST BUSINESS BANK,401 CHARMANY DRIVE ,MADISON,WI,53719,41,2183370
31/03/2020,537551,11821,0,0,92904761,LITTLE HORN STATE BANK,835 N. CENTER AVENUE ,HARDIN,MT,59034,51,105318
31/03/2020,537560,5551,13778,0,111900581,"EXTRACO BANKS, NATIONAL ASSOCIATION",18 SOUTH MAIN STREET ,TEMPLE,TX,76501,41,1541005
31/03/2020,538222,15214,2488,0,44107163,"FIRST CENTRAL NATIONAL BANK OF SAINT PARIS, THE",103 SOUTH SPRINGFIELD STREET ,SAINT PARIS,OH,43072,41,96811
31/03/2020,538473,32363,708186,8186,255073345,"PRESIDENTIAL BANK, FSB",4600 EAST WEST HIGHWAY SUITE 400,BETHESDA,MD,20814,51,644318
31/03/2020,538754,3999,10637,0,91404369,FIRST NATIONAL BANK IN PHILIP,103 EAST OAK STREET ,PHILIP,SD,57567,51,276838
31/03/2020,538802,24516,0,11980,26006237,INTERAUDI BANK,19 EAST 54TH STREET ,NEW YORK,NY,10022,31,
31/03/2020,538950,19263,15407,0,103101204,FIRST NATIONAL BANK AND TRUST COMPANY OF WEATHERFORD,1100 EAST MAIN STREET ,WEATHERFORD,OK,73096,51,260922
31/03/2020,539032,16604,0,9993,62205791,BANK INDEPENDENT,710 SOUTH MONTGOMERY AVENUE ,SHEFFIELD,AL,35660,41,1737251
31/03/2020,539340,15883,0,0,74911138,DEMOTTE STATE BANK,210 SOUTH HALLECK STREET ,DEMOTTE,IN,46310,51,442759
31/03/2020,539377,32025,0,0,282974161,UNITED BANK,2600 SOUTH THOMPSON ,SPRINGDALE,AR,72764,51,194210
31/03/2020,539452,2320,0,0,103112507,CARSON COMMUNITY BANK,24 W DIVISION ,STILWELL,OK,74960,51,127774
31/03/2020,539872,28515,0,1754,314971168,"TRUSTTEXAS BANK, S.S.B.",121 EAST COURTHOUSE STREET ,CUERO,TX,77954,51,341160
31/03/2020,540056,5486,0,0,104901238,FIRSTBANK OF NEBRASKA,201 EAST 5TH STREET ,WAHOO,NE,68066,51,288747
31/03/2020,540542,999,0,10335,72404508,G.W. JONES EXCHANGE BANK,115 WEST MAIN STREET ,MARCELLUS,MI,49067,51,63983
31/03/2020,540551,4009,0,0,91400538,"BANKWEST, INCORPORATED",420 SOUTH PIERRE STREET ,PIERRE,SD,57501,41,1170745
31/03/2020,540739,20468,0,12638,62201892,FIRSTSTATE BANK,88730 HIGHWAY 9 ,LINEVILLE,AL,36266,51,256995
31/03/2020,540775,29787,25025,0,241270916,"FIRST FEDERAL COMMUNITY BANK, NATIONAL ASSOCIATION",321 NORTH WOOSTER AVENUE ,DOVER,OH,44622,41,455674
31/03/2020,540850,12139,0,0,101105286,FORD COUNTY STATE BANK,322 MAIN STREET ,SPEARVILLE,KS,67876,51,43141
31/03/2020,540926,13425,0,0,53200983,SOUTH STATE BANK,520 GERVAIS STREET ,COLUMBIA,SC,29201,41,16638533
31/03/2020,541101,639,0,0,21000018,"BANK OF NEW YORK MELLON, THE",240 GREENWICH STREET ,NEW YORK,NY,10286,31,
31/03/2020,541231,23152,0,14558,62103217,FIRST CITIZENS BANK,100 WEST THIRD STREET ,LUVERNE,AL,36049,41,255420
31/03/2020,541307,27015,713964,13964,211574833,ETHIC,579 BOYLSTON STREET ,BOSTON,MA,2116,51,240177
31/03/2020,541642,8126,0,0,83907667,"COMMONWEALTH COMMUNITY BANK, INC.",830 SOUTH MAIN STREET ,HARTFORD,KY,42347,51,146057
31/03/2020,541754,22447,0,0,102102932,WRAY STATE BANK,300 CLAY STREET ,WRAY,CO,80758,51,159026
31/03/2020,541857,2380,0,0,84304272,CARROLL BANK AND TRUST,19510 E MAIN STREET ,HUNTINGDON,TN,38316,51,309392
31/03/2020,542153,14922,0,0,104901513,F&M BANK,204 NORTH MAIN STREET ,WEST POINT,NE,68788,51,308780
31/03/2020,542340,17348,0,0,73922238,SOUTH STORY BANK & TRUST,501 LINN STREET ,SLATER,IA,50244,51,247296
31/03/2020,542528,12982,0,0,41201635,CIVISTA BANK,100 E. WATER STREET ,SANDUSKY,OH,44870,41,2571288
31/03/2020,542667,19525,0,0,325271268,MT. MCKINLEY BANK,500 FOURTH AVENUE ,FAIRBANKS,AK,99701,51,448829
31/03/2020,542854,526,0,0,102301241,FARMERS STATE BANK,103 EAST SECOND STREET ,PINE BLUFFS,WY,82082,51,29983
31/03/2020,543262,11666,0,0,124103582,D.L. EVANS BANK,397 NORTH OVERLAND AVENUE ,BURLEY,ID,83318,41,1800598
31/03/2020,543459,4779,8114,0,101103686,FIRST NATIONAL BANK OF SYRACUSE,11 NORTH MAIN STREET ,SYRACUSE,KS,67878,51,383414
31/03/2020,543945,12858,0,0,73918857,FARMERS TRUST AND SAVINGS BANK,125 WEST 4TH STREET ,SPENCER,IA,51301,51,460497
31/03/2020,544335,21083,0,12014,65301883,UNITED MISSISSIPPI BANK,75 MELROSE-MONTEBELLO PARKWAY ,NATCHEZ,MS,39120,51,354206
31/03/2020,544447,12128,0,0,73915915,CITIZENS SAVINGS BANK,101 CHURCH STREET ,SPILLVILLE,IA,52168,51,109423
31/03/2020,544577,30664,705710,5710,281573275,CENTRAL FEDERAL SAVINGS AND LOAN ASSOCIATION,210 WEST TENTH STREET ,ROLLA,MO,65401,51,69853
31/03/2020,544652,14264,0,0,104907025,CORNHUSKER BANK,8310 O STREET ,LINCOLN,NE,68510,51,632404
31/03/2020,544951,8725,0,0,102301063,COWBOY STATE BANK,515 DAYTON STREET ,RANCHESTER,WY,82839,51,46519
31/03/2020,545154,19515,0,0,104901270,BANK OF DONIPHAN,120 PLUM ,DONIPHAN,NE,68832,51,117217
31/03/2020,545604,18229,0,7825,211174204,NORTHWEST COMMUNITY BANK,86 MAIN STREET ,WINSTED,CT,6098,51,418473
31/03/2020,545846,8128,0,0,83903140,HANCOCK BANK & TRUST COMPANY,220 MAIN STREET ,HAWESVILLE,KY,42348,51,290155
31/03/2020,546003,18129,0,7941,211574642,BANKNEWPORT,10 WASHINGTON SQ ,NEWPORT,RI,2840,51,1809977
31/03/2020,546320,16222,0,0,41213885,"SHERWOOD STATE BANK, THE",105 NORTH HARRISON STREET ,SHERWOOD,OH,43556,51,74077
31/03/2020,546535,9068,0,13957,61205938,BANK OF DUDLEY,1448 SECOND STREET ,DUDLEY,GA,31022,51,230422
31/03/2020,546544,15555,0,0,73903503,CENTRAL BANK,600 LAKE AVENUE ,STORM LAKE,IA,50588,51,1282692
31/03/2020,547251,1439,0,0,104910135,AMERICAN INTERSTATE BANK,3331 NORTH 204TH STREET ,ELKHORN,NE,68022,41,115254
31/03/2020,547550,22639,0,0,102303171,BANK OF COMMERCE,THIRD AND BUFFALO ,RAWLINS,WY,82301,51,144392
31/03/2020,547840,27235,0,0,74901672,STAR FINANCIAL BANK,127 WEST BERRY STREET ,FORT WAYNE,IN,46802,41,2102643
31/03/2020,548052,2228,0,0,102300297,RNB STATE BANK,220 FIFTH STREET ,RAWLINS,WY,82301,51,179086
31/03/2020,548267,5569,5203,0,111302833,"WAGGONER NATIONAL BANK OF VERNON, THE",1818 TEXAS STREET ,VERNON,TX,76384,51,289001
31/03/2020,548351,3276,5581,0,113103276,"AUSTIN BANK, TEXAS NATIONAL ASSOCIATION",200 EAST COMMERCE STREET ,JACKSONVILLE,TX,757664954,41,1903073
31/03/2020,548472,28585,701899,1899,222371740,"MAPLE CITY SAVINGS BANK, FSB",145 MAIN STREET ,HORNELL,NY,14843,51,88903
31/03/2020,548641,11634,0,0,73904939,FIRST STATE BANK,1150 WEST FIRST STREET ,SUMNER,IA,50674,51,100287
31/03/2020,548771,30704,0,5775,221270910,MAGYAR BANK,400 SOMERSET STREET ,NEW BRUNSWICK,NJ,8901,51,658110
31/03/2020,548829,2289,0,0,44111557,COMMODORE BANK,100 E MAIN STREET ,SOMERSET,OH,43783,51,75613
31/03/2020,549862,17108,0,0,111900594,"COMMUNITY BANK & TRUST, WACO, TEXAS",1800 WASHINGTON AVENUE ,WACO,TX,767011098,41,468200
31/03/2020,550279,28599,0,1925,325170822,OLYMPIA FEDERAL SAVINGS AND LOAN ASSOCIATION,421 SOUTH CAPITOL WAY ,OLYMPIA,WA,98501,51,750384
31/03/2020,550354,19351,0,0,107001326,BANK OF ESTES PARK,255 PARK LANE ,ESTES PARK,CO,80517,41,131967
31/03/2020,550448,13715,0,0,73920997,"STATE BANK, THE",1902 HILL AVENUE ,SPIRIT LAKE,IA,51360,51,71069
31/03/2020,550635,22874,0,0,71124805,HICKORY POINT BANK AND TRUST,225 NORTH WATER STREET ,DECATUR,IL,62523,51,689079
31/03/2020,550653,25591,0,0,104101630,CEDAR SECURITY BANK,117 MAIN STREET ,FORDYCE,NE,68736,51,48272
31/03/2020,550756,27078,0,0,91400606,FIRST BANK & TRUST,110 NORTH MINNESOTA AVENUE SUITE 100,SIOUX FALLS,SD,57104,41,1069458
31/03/2020,550952,2229,0,0,102300255,RSNB BANK,200 SECOND STREET ,ROCK SPRINGS,WY,82901,51,365402
31/03/2020,551016,13561,0,0,31311593,FLEETWOOD BANK,MAIN AND FRANKLIN STREETS ,FLEETWOOD,PA,19522,51,263722
31/03/2020,552059,4791,0,0,101102852,BANK OF THE FLINT HILLS,806 5TH STREET ,WAMEGO,KS,66547,51,311808
31/03/2020,552161,5574,13516,0,111901629,CITIZENS NATIONAL BANK OF TEXAS,200 N ELM ST ,WAXAHACHIE,TX,75165,51,1196845
31/03/2020,552545,14812,0,0,73920447,TREYNOR STATE BANK,15 EAST MAIN STREET ,TREYNOR,IA,51575,51,384743
31/03/2020,552956,14178,0,0,81908273,SILEX BANKING COMPANY,20 SOUTH SECOND STREET ,SILEX,MO,63377,51,72750
31/03/2020,552974,32135,0,7889,313192647,"SHELBY SAVINGS BANK, SSB",111 SELMA ST ,CENTER,TX,75935,41,322164
31/03/2020,553038,34160,0,15999,61204913,COMMUNITY BANKING COMPANY OF FITZGERALD,102 W ROANOKE DR ,FITZGERALD,GA,31750,51,164164
31/03/2020,553926,6706,11383,0,41212899,"FIRST NATIONAL BANK OF SYCAMORE, THE",141 SOUTH SYCAMORE AVENUE ,SYCAMORE,OH,44882,41,155003
31/03/2020,553944,2750,13479,0,83903386,"LINCOLN NATIONAL BANK OF HODGENVILLE, THE",41 PUBLIC SQUARE ,HODGENVILLE,KY,42748,51,326284
31/03/2020,554268,11902,0,0,113107515,HILL BANK & TRUST CO.,201 E. MAIN STREET ,WEIMAR,TX,789622105,51,144307
31/03/2020,554343,1821,0,0,74912755,FOWLER STATE BANK,300 EAST 5TH STREET ,FOWLER,IN,47944,51,171103
31/03/2020,554857,20488,0,0,104901678,FIVE POINTS BANK,2015 NORTH BROADWELL AVENUE ,GRAND ISLAND,NE,68803,41,1297141
31/03/2020,554941,15011,0,12691,72411025,FARMERS STATE BANK OF MUNITH,201 NORTH MAIN STREET ,MUNITH,MI,49259,51,84267
31/03/2020,555256,3170,0,0,111907021,FARMERS AND MERCHANTS BANK,240 SOUTH TEXAS STREET ,DE LEON,TX,76444,51,96182
31/03/2020,556011,8421,0,0,31315544,SUSQUEHANNA COMMUNITY BANK,940 HIGH STREET ,WEST MILTON,PA,17886,51,445302
31/03/2020,556459,3286,12968,0,114912686,"KLEBERG BANK, N.A.",100 EAST KLEBERG AVENUE ,KINGSVILLE,TX,78363,51,593825
31/03/2020,556815,13879,0,0,31310086,"PEOPLES BANK, A CODORUS VALLEY COMPANY",109 LEADER HEIGHTS ROAD ,YORK,PA,17403,41,1918538
31/03/2020,556936,5749,0,0,71113162,GERMAN-AMERICAN STATE BANK,100 CHURCH STREET ,GERMAN VALLEY,IL,61039,41,248904
31/03/2020,557317,14863,0,0,31311771,"GRATZ BANK, THE",32 W. MARKET STREET ,GRATZ,PA,17030,41,378003
31/03/2020,557438,10467,0,16258,71113175,"GIFFORD STATE BANK, THE",304 SOUTH MAIN STREET ,GIFFORD,IL,61847,51,159806
31/03/2020,557858,4799,2782,0,101100029,"INTRUST BANK, NATIONAL ASSOCIATION",105 NORTH MAIN STREET ,WICHITA,KS,67202,41,5875915
31/03/2020,558574,31592,707228,7228,262286455,SECURITY FEDERAL SAVINGS BANK,301 3RD AVENUE ,JASPER,AL,35501,51,35904
31/03/2020,559179,28663,0,2076,242270737,BROOKVILLE BUILDING AND SAVINGS ASSOCIATION,510 ARLINGTON RD ,BROOKVILLE,OH,45309,51,46277
31/03/2020,560214,12980,0,0,41206876,"CORN CITY STATE BANK, THE",201 WEST MAIN STREET ,DESHLER,OH,43516,51,72872
31/03/2020,560353,18895,15171,0,113101317,FIRST NATIONAL BANK OF LAKE JACKSON,122 WEST WAY ,LAKE JACKSON,TX,77566,51,264919
31/03/2020,560438,49,0,16664,62105532,BANK OF EVERGREEN,146 E FRONT STREET ,EVERGREEN,AL,36401,51,60414
31/03/2020,560830,13983,14035,0,71113298,"GRANVILLE NATIONAL BANK, THE",328 SOUTH MCCOY STREET ,GRANVILLE,IL,61326,51,92735
31/03/2020,561145,15321,0,0,73921718,FIRST STATE BANK,505 SECOND STREET ,WEBSTER CITY,IA,50595,51,498742
31/03/2020,561574,32203,0,0,321181307,SUMMIT STATE BANK,500 BICENTENNIAL WAY ,SANTA ROSA,CA,95403,51,721645
