Reporting Period End Date,IDRSSD,FDIC Certificate Number,OCC Charter Number,OTS Docket Number,Primary ABA Routing Number,Financial Institution Name,Financial Institution Address,Financial Institution City,Financial Institution State,Financial Institution Zip Code,Financial Institution Filing Type,RCON2170
30/09/2020,170640,22543,0,0,71124669,1ST STATE BANK OF MASON CITY,123 WEST ELM STREET ,MASON CITY,IL,62664,51,30790
30/09/2020,171133,20026,15748,15671,67002533,EASTERN NATIONAL BANK,9700 SOUTH DIXIE HIGHWAY ,MIAMI,FL,33156,31,
30/09/2020,171656,17369,0,0,101103725,CARSON BANK,122 WEST MAIN ,MULVANE,KS,67110,41,141030
30/09/2020,171759,10967,24356,0,91203191,"F & M COMMUNITY BANK, NATIONAL ASSOCIATION",100 SAINT ANTHONY STREET NORTH ,PRESTON,MN,55965,51,161679
30/09/2020,171768,12299,0,15923,113119985,"SOUTHSTAR BANK, S.S.B.",100 SOUTH MAIN STREET ,MOULTON,TX,77975,51,1095828
30/09/2020,172251,10969,0,0,91909084,RANDALL STATE BANK,307 PACIFIC AVENUE ,RANDALL,MN,56475,51,51887
30/09/2020,172457,4084,0,0,103002251,"CITIZENS BANK OF EDMOND, THE",1 EAST FIRST STREET ,EDMOND,OK,73034,51,321999
30/09/2020,172475,28818,0,2422,231271501,CREST SAVINGS BANK,3301 PACIFIC AVENUE ,WILDWOOD,NJ,8260,51,553197
30/09/2020,172859,16333,0,0,104905836,FIRST STATE BANK,211 COMMERCIAL STREET ,LOOMIS,NE,68958,51,161146
30/09/2020,173306,6275,1195,0,11601087,NATIONAL BANK OF MIDDLEBURY,30 MAIN STREET ,MIDDLEBURY,VT,5753,41,474360
30/09/2020,173342,5628,0,0,84106988,PIGGOTT STATE BANK,212 WEST CHERRY STREET ,PIGGOTT,AR,72454,51,101345
30/09/2020,173557,8898,0,0,81017575,ST. JOHNS BANK & TRUST COMPANY,8924 ST. CHARLES ROCK ROAD ,SAINT LOUIS,MO,63114,51,329754
30/09/2020,173575,26336,0,5765,211371858,"VILLAGE BANK, THE",307 AUBURN STREET ,AUBURNDALE,MA,2466,41,1455159
30/09/2020,173641,2767,11348,0,83905892,"FIRST NATIONAL BANK OF RUSSELL SPRINGS, THE",36 WEST STEVE WARINER DRIVE ,RUSSELL SPRINGS,KY,42642,51,257365
30/09/2020,173959,3248,12995,0,114916019,"FIRST NATIONAL BANK OF HEBBRONVILLE, THE",305 N SMITH ,HEBBRONVILLE,TX,783612830,51,93973
30/09/2020,174321,17773,0,0,53207669,BLUE RIDGE BANK,100 EAST MAIN STREET ,WALHALLA,SC,29691,51,151722
30/09/2020,174367,15346,0,0,114921622,COMMERCE BANK TEXAS,112 FORDTRAN DRIVE ,STOCKDALE,TX,78160,41,57678
30/09/2020,174572,28834,702454,2454,221271935,COLUMBIA BANK,19-01 ROUTE 208 NORTH ,FAIR LAWN,NJ,7410,41,8851346
30/09/2020,175056,4087,0,0,103101602,BANK OF WESTERN OKLAHOMA,201 EAST BROADWAY ,ELK CITY,OK,73644,41,328514
30/09/2020,175140,11595,0,0,75903226,COMMUNITY FIRST BANK,925 WISCONSIN AVENUE ,BOSCOBEL,WI,53805,41,487779
30/09/2020,175458,13611,0,0,104908040,BANK OF MEAD,322 SOUTH VINE ,MEAD,NE,68041,51,28837
30/09/2020,175609,618,0,0,21907975,BANK OF MILLBROOK,3263 FRANKLIN AVENUE ,MILLBROOK,NY,12545,51,273429
30/09/2020,176101,12944,0,0,21902475,ORANGE BANK & TRUST COMPANY,212 DOLSON AVENUE ,MIDDLETOWN,NY,10940,41,1715865
30/09/2020,176325,9462,0,0,42213389,FARMERS & MERCHANTS BANK,41 SOUTH FIRST STREET ,MIAMISBURG,OH,45342,41,222482
30/09/2020,176437,5699,0,16731,61203477,BANK OF WRIGHTSVILLE,156 NORTH BRADFORD STREET ,WRIGHTSVILLE,GA,31096,51,66792
30/09/2020,176464,11569,0,0,111901975,ALLIANCE BANK,100 WEST JEFFERSON STREET ,SULPHUR SPRINGS,TX,75482,51,1082156
30/09/2020,176642,4398,0,0,81308161,LNB COMMUNITY BANK,215 MAIN STREET ,LYNNVILLE,IN,47619,51,130848
30/09/2020,177135,22549,0,0,62103000,FIRST PROGRESSIVE BANK,312 SOWELL ,BREWTON,AL,36426,51,29812
30/09/2020,177443,17572,14769,0,71122687,FIRST NATIONAL BANK IN TAYLORVILLE,322 WEST MAIN CROSS ,TAYLORVILLE,IL,62568,51,215257
30/09/2020,177500,6280,228,0,11601142,FIRST NATIONAL BANK OF ORWELL,441 MAIN STREET ,ORWELL,VT,5760,51,84383
30/09/2020,177555,16868,0,0,104913750,CORN GROWERS STATE BANK,333 NEBRASKA STREET ,MURDOCK,NE,68407,51,27252
30/09/2020,177751,1068,0,0,81000605,CASS COMMERCIAL BANK,"12412 POWERSCOURT DRIVE, SUITE 175 ",DES PERES,MO,63131,51,1105845
30/09/2020,177920,13716,0,0,41210448,"MIDDLEFIELD BANKING COMPANY, THE",15985 EAST HIGH ST ,MIDDLEFIELD,OH,44062,41,1363574
30/09/2020,178150,11601,0,0,91508171,LAONA STATE BANK,5308 BEECH ST. ,LAONA,WI,54541,51,233139
30/09/2020,178244,14415,0,0,73920395,BELLEVUE STATE BANK,200 SOUTH 2ND STREET ,BELLEVUE,IA,52031,51,130637
30/09/2020,178356,8140,0,0,111101636,COLFAX BANKING COMPANY,625 8TH STREET ,COLFAX,LA,71417,51,131925
30/09/2020,178851,24922,0,0,124303010,GRAND VALLEY BANK,2 SOUTH MAIN STREET ,HEBER CITY,UT,84032,51,508511
30/09/2020,179148,10127,0,0,73903943,SUCCESS BANK,109 NORTH MADISON STREET ,BLOOMFIELD,IA,52537,51,220133
30/09/2020,179335,8250,0,0,65304673,BANK OF WIGGINS,109 W. PINE AVENUE ,WIGGINS,MS,39577,51,179762
30/09/2020,179700,90181,0,8340,211373115,CLINTON SAVINGS BANK,200 CHURCH STREET ,CLINTON,MA,1510,41,629750
30/09/2020,180144,8762,0,0,83905902,"SACRAMENTO DEPOSIT BANK, THE",335 MAIN STREET ,SACRAMENTO,KY,42372,51,119724
30/09/2020,180443,17347,0,0,73911582,IOWA PRAIRIE BANK,240 LINN STREET ,BRUNSVILLE,IA,51008,51,69034
30/09/2020,180537,22621,16708,16597,62102399,TOWN-COUNTRY NATIONAL BANK,118 BROAD STREET ,CAMDEN,AL,36726,51,120796
30/09/2020,180845,10788,0,0,71918383,ILLINI STATE BANK,230 SOUTH LASALLE STREET ,TONICA,IL,61370,51,145325
30/09/2020,181963,5548,5275,0,114901859,"CITY NATIONAL BANK OF TAYLOR, THE",116 WEST 3RD STREET ,TAYLOR,TX,76574,51,223643
30/09/2020,182353,13710,0,0,101109813,BANK OF PALMER,104 EAST SECOND STREET ,PALMER,KS,66962,51,48300
30/09/2020,182951,3126,13731,0,111902806,"CLASSIC BANK, NATIONAL ASSOCIATION",102 NORTH HOUSTON STREET ,CAMERON,TX,765203932,51,461022
30/09/2020,183668,21606,0,0,122234194,"BANK OF HEMET, THE",3715 SUNNYSIDE DRIVE ,RIVERSIDE,CA,92506,51,854584
30/09/2020,183770,26634,0,0,211372048,MECHANICS COOPERATIVE BANK,316 BROADWAY ,TAUNTON,MA,2780,51,665598
30/09/2020,183958,4756,3601,0,101103356,FIRST NATIONAL BANK AND TRUST,225 STATE STREET ,PHILLIPSBURG,KS,67661,51,245613
30/09/2020,184656,3255,4900,0,111901690,"CITIZENS NATIONAL BANK OF HILLSBORO, THE",200 EAST ELM STREET ,HILLSBORO,TX,766450404,41,198050
30/09/2020,184759,2308,0,0,103106092,WASHITA VALLEY BANK,204 HAZLETT STREET ,FORT COBB,OK,73038,51,45140
30/09/2020,185251,4098,12141,0,103107486,"FIRST NATIONAL BANK OF FLETCHER, THE",401 WEST COLE ,FLETCHER,OK,73541,51,20606
30/09/2020,185448,232,0,0,73921446,SOLON STATE BANK,126 SOUTH MARKET STREET ,SOLON,IA,52333,41,112727
30/09/2020,185859,1073,0,0,81001073,LINDELL BANK & TRUST COMPANY,6900 CLAYTON AVENUE ,SAINT LOUIS,MO,63139,51,541230
30/09/2020,186221,6892,12267,12252,51406543,"OLD POINT NATIONAL BANK OF PHOEBUS, THE",1 WEST MELLEN STREET ,HAMPTON,VA,23663,41,1249143
30/09/2020,186548,17208,0,0,75906948,TSB BANK,695 EAST AVENUE ,LOMIRA,WI,53048,51,161600
30/09/2020,186717,7675,0,0,31312929,FIRST NORTHERN BANK AND TRUST COMPANY,FOURTH STREET AND LAFAYETTE AVENUE BOX 217,PALMERTON,PA,18071,51,835292
30/09/2020,186744,4433,0,0,73901602,FIRST CITIZENS BANK,2601 4TH STREET SOUTH WEST ,MASON CITY,IA,50401,51,1497167
30/09/2020,187648,16585,0,0,71122205,VERMONT STATE BANK,106 NORTH MAIN STREET ,VERMONT,IL,61484,51,29537
30/09/2020,187947,14521,0,0,73920418,BANK IOWA,"1225 JORDAN CREEK PARKWAY, SUITE 200 ",WEST DES MOINES,IA,50266,41,1606109
30/09/2020,188056,15286,0,0,91216146,NORTHERN STATE BANK OF THIEF RIVER FALLS,201 EAST 3RD STREET ,THIEF RIVER FALLS,MN,56701,51,379918
30/09/2020,188177,30551,705537,5537,243373387,WESTMORELAND FEDERAL SAVINGS AND LOAN ASSOCIATION OF LATROBE,322 MAIN STREET ,LATROBE,PA,15650,41,172432
30/09/2020,188430,26323,20214,17754,63112142,"FLORIDA CAPITAL BANK, N.A.",10151 DEERWOOD PARK BOULEVARD BUILDING 100 SUITE 200,JACKSONVILLE,FL,32256,51,529741
30/09/2020,188449,14522,0,0,73902397,PCSB BANK,120 EAST WASHINGTON STREET ,CLARINDA,IA,51632,41,275169
30/09/2020,188720,6813,0,0,51405528,"FARMERS BANK OF APPOMATTOX, THE",223 MAIN STREET ,APPOMATTOX,VA,24522,51,264277
30/09/2020,188739,17621,0,0,65204964,BASILE STATE BANK,3031 STAGG ,BASILE,LA,70515,51,65859
30/09/2020,188917,6442,10823,0,31204804,FIRST NATIONAL BANK OF ABSECON,106 NEW JERSEY AVENUE ,ABSECON,NJ,8201,51,161266
30/09/2020,189044,10146,0,0,83002177,COMMONWEALTH BANK AND TRUST COMPANY,4350 BROWNSBORO ROAD SUITE 310 ,LOUISVILLE,KY,40207,41,1168760
30/09/2020,189129,9139,0,0,41206135,"COMMERCIAL AND SAVINGS BANK OF MILLERSBURG, OHIO, THE",91 NORTH CLAY STREET ,MILLERSBURG,OH,44654,51,987781
30/09/2020,189745,22444,0,0,71925596,INLAND BANK AND TRUST,2805 BUTTERFIELD ROAD ,OAK BROOK,IL,60523,41,1252239
30/09/2020,189950,9005,0,0,91403616,FIRST STATE BANK OF ROSCOE,202 NORTH MITCHELL STREET ,ROSCOE,SD,57471,51,125277
30/09/2020,190563,11922,0,0,114916705,FIRST STATE BANK OF TEXAS,4039 I-10 EAST ,ORANGE,TX,77630,51,208632
30/09/2020,190648,14690,0,0,73906092,IOWA SAVINGS BANK,510 WEST US HIGHWAY 30 ,CARROLL,IA,51401,51,222649
30/09/2020,190947,16177,0,0,73921967,FIRST STATE BANK,215 NORTH DIVISION ,STUART,IA,50250,51,113470
30/09/2020,190956,1908,0,0,91209797,"WANDA STATE BANK, THE",121 WEST MAIN STREET ,WANDA,MN,56294,41,155548
30/09/2020,191355,14730,0,0,102100879,FRONTIER BANK,200 SOUTH MAIN STREET ,LAMAR,CO,81052,41,365866
30/09/2020,191935,17509,0,13362,67000438,FIRST STATE BANK OF THE FLORIDA KEYS,1201 SIMONTON STREET ,KEY WEST,FL,33040,51,1044335
30/09/2020,192147,8738,0,0,82901017,CITIZENS BANK & TRUST COMPANY,3110 ALMA HIGHWAY ,VAN BUREN,AR,72956,41,452367
30/09/2020,192558,18431,0,0,101114659,FIRST BANK KANSAS,235 SOUTH SANTA FE AVENUE ,SALINA,KS,67401,41,491062
30/09/2020,192651,8840,0,0,91215529,PEOPLES STATE BANK OF WELLS,98 3RD ST SE ,WELLS,MN,56097,51,57421
30/09/2020,192857,22340,0,0,103102164,BANK OF THE PANHANDLE,1223 NORTH MAIN STREET ,GUYMON,OK,73942,51,196576
30/09/2020,193162,5557,11019,0,111913248,"FIRST NATIONAL BANK OF TOM BEAN, THE",103 BRITTON STREET ,TOM BEAN,TX,75489,51,134000
30/09/2020,193247,14251,0,0,73920900,FIDELITY BANK,177 SOUTH JORDAN CREEK PARKWAY ,WEST DES MOINES,IA,50266,51,99403
30/09/2020,193537,876,0,17619,61207651,BANK OF DAWSON,209 NORTH MAIN STREET ,DAWSON,GA,39842,51,127490
30/09/2020,193649,10831,0,0,71105756,"FIRST TRUST AND SAVINGS BANK OF WATSEKA, THE",120 EAST WALNUT STREET ,WATSEKA,IL,60970,41,270860
30/09/2020,193809,23620,0,14280,211371722,DEDHAM INSTITUTION FOR SAVINGS,55 ELM STREET ,DEDHAM,MA,2026,41,1720220
30/09/2020,194440,231,0,0,73919571,COMMERCIAL SAVINGS BANK,325 WEST HIGHWAY 30 ,CARROLL,IA,51401,51,217754
30/09/2020,194570,29577,703691,3691,265470158,HERITAGE BANK OF SAINT TAMMANY,205 NORTH COLUMBIA STREET ,COVINGTON,LA,70433,51,145033
30/09/2020,194936,77,0,10489,62105529,BANKSOUTH,3251 ROSS CLARK CIRCLE ,DOTHAN,AL,36303,51,195864
30/09/2020,195111,16032,0,12039,221971015,RHINEBECK BANK,6414 MONTGOMERY STREET ,RHINEBECK,NY,12572,51,1112403
30/09/2020,195157,4770,3855,0,101103466,"FIRST NATIONAL BANK OF SEDAN, THE",101 WEST MAIN ,SEDAN,KS,67361,51,61918
30/09/2020,195456,4111,9888,0,103104544,FIRST NATIONAL BANK,400 EAST FIRST STREET ,HEAVENER,OK,74937,51,94100
30/09/2020,196752,18109,0,0,101106942,TRICENTURY BANK,33485 LEXINGTON ,DE SOTO,KS,66018,41,120356
30/09/2020,196800,90190,0,13953,211372925,MARTHA'S VINEYARD SAVINGS BANK,78 MAIN STREET ,EDGARTOWN,MA,2539,41,1030389
30/09/2020,197142,8772,0,0,83902620,SPRINGFIELD STATE BANK,125 EAST MAIN STREET ,SPRINGFIELD,KY,40069,51,348763
30/09/2020,197254,4774,10161,0,101105299,FIRST NATIONAL BANK OF SPEARVILLE,401 NORTH MAIN STREET ,SPEARVILLE,KS,67876,41,41769
30/09/2020,197302,90191,0,8478,211371133,EAGLE BANK,350 BROADWAY ,EVERETT,MA,2149,51,501398
30/09/2020,197478,31628,0,0,322070381,EAST WEST BANK,"135 NORTH LOS ROBLES AVENUE, 7TH FLOOR ",PASADENA,CA,91101,31,
30/09/2020,197759,5247,1794,0,91901338,FIRST NATIONAL BANK MINNESOTA,226 WEST NASSAU STREET ,SAINT PETER,MN,56082,51,358098
30/09/2020,198046,8058,0,0,81307227,COMMUNITY STATE BANK OF SOUTHWESTERN INDIANA,220 SOUTH LOCKWOOD STREET ,POSEYVILLE,IN,47633,51,92241
30/09/2020,198073,28635,0,0,301071110,FIRST FEDERAL SAVINGS AND LOAN BANK,700 EAST SANTA FE ,OLATHE,KS,66061,51,98846
30/09/2020,198149,19795,0,0,75911713,ABBYBANK,401 EAST SPRUCE STREET ,ABBOTSFORD,WI,54405,51,614868
30/09/2020,198251,10169,0,0,91915201,SHERBURNE STATE BANK,12500 SHERBURNE AVE ,BECKER,MN,55308,51,178666
30/09/2020,198961,5564,13675,0,111913329,FIRST NATIONAL BANK OF BOSQUE COUNTY,418 AVENUE C ,VALLEY MILLS,TX,76689,51,148149
30/09/2020,199137,17193,0,0,63205923,"WARRINGTON BANK, THE",4093 BARRANCAS AVENUE ,PENSACOLA,FL,32507,51,95824
30/09/2020,199351,4778,10971,0,101112473,WESTERN NATIONAL BANK,523 THAYER AVENUE ,CHESTER,NE,68327,41,133737
30/09/2020,199436,19590,0,16369,61212439,ALTAMAHA BANK AND TRUST COMPANY,206 JACKSON STREET ,VIDALIA,GA,30474,51,212391
30/09/2020,199463,1720,0,0,111323731,WESTERN BANK,1617 BROADWAY STREET ,LUBBOCK,TX,79401,51,385840
30/09/2020,200042,15308,0,0,73921721,STATE BANK OF WAPELLO,306 NORTH 2ND STREET ,WAPELLO,IA,526531204,41,40849
30/09/2020,200378,35498,25080,0,322274527,"BANC OF CALIFORNIA, NATIONAL ASSOCIATION",3 MACARTHUR PLACE ,SANTA ANA,CA,92707,41,7725308
30/09/2020,200435,8021,0,14551,63104927,WAUCHULA STATE BANK,106 EAST MAIN ST ,WAUCHULA,FL,33873,41,800893
30/09/2020,201254,8205,0,0,91901969,AMERICANA COMMUNITY BANK,300 MAIN STREET WEST ,SLEEPY EYE,MN,56085,51,138810
30/09/2020,201834,19573,0,0,71001504,LAKESIDE BANK,55 WEST WACKER DRIVE ,CHICAGO,IL,60601,41,2084252
30/09/2020,202514,11358,0,0,42104854,"CUMBERLAND SECURITY BANK, INC.",107 SOUTH MAIN STREET ,SOMERSET,KY,42501,51,264099
30/09/2020,202541,1547,0,0,73901411,IOWA TRUST AND SAVINGS BANK,200 NORTH 10TH ,CENTERVILLE,IA,52544,51,203304
30/09/2020,202907,6989,8531,10251,21305386,"COMMUNITY BANK, NATIONAL ASSOCIATION",45-49 COURT STREET ,CANTON,NY,13617,41,13647935
30/09/2020,203043,4432,712423,12423,73902436,"MIDWEST HERITAGE BANK, FSB",3580 EP TRUE PARKWAY ,WEST DES MOINES,IA,50265,41,310743
30/09/2020,203052,15101,0,0,81518016,SENATH STATE BANK,117 EAST COMMERCIAL STREET ,SENATH,MO,63876,41,80898
30/09/2020,203575,28677,0,2123,241270796,"CONNEAUT SAVINGS BANK, THE",305 MAIN ST ,CONNEAUT,OH,44030,51,80787
30/09/2020,204004,12010,0,12865,221272303,PROVIDENT BANK,239 WASHINGTON STREET ,JERSEY CITY,NJ,7302,41,12845440
30/09/2020,204077,28684,702148,2148,252070545,CHESAPEAKE BANK OF MARYLAND,2001 EAST JOPPA ROAD ,PARKVILLE,MD,21234,51,231798
30/09/2020,204237,877,0,14607,61202533,MAGNOLIA STATE BANK,130 OAK STREET ,EASTMAN,GA,31023,51,177462
30/09/2020,204826,14836,14294,0,42306720,FIRST NATIONAL BANK IN NEW BREMEN,435 SOUTH WASHINGTON STREET ,NEW BREMEN,OH,45869,51,347709
30/09/2020,205243,15801,0,0,84205737,FARMERS AND MERCHANTS BANK,111 WEST CLAYTON STREET ,BALDWYN,MS,38824,51,395545
30/09/2020,205346,13025,0,0,75909178,FARMERS SAVINGS BANK,305 DOTY STREET ,MINERAL POINT,WI,53565,51,360327
30/09/2020,205458,16906,0,0,91209535,STATE BANK OF TAUNTON,101 NORTH MAIN STREET ,TAUNTON,MN,56291,51,48437
30/09/2020,205542,951,0,0,73901974,CHEROKEE STATE BANK,212 WEST WILLOW ,CHEROKEE,IA,51012,51,238233
30/09/2020,206156,12258,0,0,107000372,SOUTHWEST CAPITAL BANK,1410 CENTRAL AVENUE SW ,ALBUQUERQUE,NM,87701,51,374675
30/09/2020,206174,28701,0,2179,231371634,AMBLER SAVINGS BANK,155 E. BUTLER AVE. ,AMBLER,PA,19002,51,441329
30/09/2020,206473,30707,0,5778,307087001,EQUITABLE SAVINGS AND LOAN ASSOCIATION,221 NORTH THIRD STREET ,STERLING,CO,80751,51,161572
30/09/2020,206772,32277,0,0,322286256,EASTERN INTERNATIONAL BANK,688 NEW HIGH STREET ,LOS ANGELES,CA,90012,51,146554
30/09/2020,206950,16788,0,0,101110640,UNION STATE BANK,204 SHERMAN ,UNIONTOWN,KS,66779,51,56036
30/09/2020,207041,3770,10397,0,81211928,"FIRST NATIONAL BANK OF BROWNSTOWN, THE",108 EAST MAIN STREET ,BROWNSTOWN,IL,62418,51,43738
30/09/2020,207050,19850,0,0,104901584,WEST GATE BANK,6003 OLD CHENEY ROAD ,LINCOLN,NE,68516,51,897348
30/09/2020,207452,10918,0,0,101109648,GRANT COUNTY BANK,201 SOUTH MAIN ,ULYSSES,KS,67880,51,258225
30/09/2020,207470,27643,700041,41,241271041,FIRST FEDERAL BANK OF OHIO,140 N COLUMBUS ,GALION,OH,44833,51,247501
30/09/2020,207555,9746,24372,0,91212221,"NORTHWESTERN BANK, NATIONAL ASSOCIATION",4 NORTH MAIN STREET ,DILWORTH,MN,56529,51,166150
30/09/2020,207845,5285,2725,0,75900973,"FIRST NATIONAL BANK AND TRUST COMPANY, THE",345 EAST GRAND AVENUE ,BELOIT,WI,53511,51,1304377
30/09/2020,207872,22738,0,0,124302613,FIRST UTAH BANK,3826 SOUTH 2300 EAST ,SALT LAKE CITY,UT,84109,51,631253
30/09/2020,207957,10582,0,0,91213877,"CITIZENS STATE BANK OF TYLER, INCORPORATED",111 NORTH TYLER ,TYLER,MN,56178,51,24867
30/09/2020,208057,10214,0,0,91914370,VERMILLION STATE BANK,107 EAST MAIN STREET ,VERMILLION,MN,55085,41,692881
30/09/2020,208244,3832,8846,0,86300012,OLD NATIONAL BANK,1 MAIN STREET ,EVANSVILLE,IN,47708,31,
30/09/2020,208347,14316,0,0,75904513,BENTON STATE BANK,42 WEST MAIN STREET ,BENTON,WI,53803,41,70463
30/09/2020,208440,8760,0,0,73909578,FARMERS STATE BANK,501 EAST STATE STREET ,ALGONA,IA,50511,51,118634
30/09/2020,208459,9336,23458,0,91911357,"STEARNS BANK OF UPSALA, NATIONAL ASSOCIATION",105 SOUTH MAIN STREET ,UPSALA,MN,56384,51,75894
30/09/2020,208570,30722,705801,5801,322270275,UNIVERSAL BANK,"3455 NOGALES STREET, 2ND FLOOR ",WEST COVINA,CA,91792,51,423819
30/09/2020,208655,5432,0,0,104902949,FIRST NORTHEAST BANK OF NEBRASKA,440 MAIN STREET ,LYONS,NE,68038,51,330932
30/09/2020,208972,29691,0,3894,275971838,KEYSAVINGS BANK,811 EAST GRAND AVENUE ,WISCONSIN RAPIDS,WI,54494,51,89373
30/09/2020,209148,3777,4934,0,81205222,"FIRST NATIONAL BANK OF CARMI, THE",201 EAST MAIN STREET ,CARMI,IL,62821,41,467381
30/09/2020,209362,24211,17548,0,122239542,"BANK OF WHITTIER, NATIONAL ASSOCIATION",15141 EAST WHITTIER BOULEVARD ,WHITTIER,CA,90603,51,107488
30/09/2020,209447,11432,0,0,84204929,CITIZENS BANK,8077 HIGHWAY 178 WEST ,BYHALIA,MS,38611,51,85910
30/09/2020,209559,4792,0,0,101103026,FNB WASHINGTON,101 C STREET ,WASHINGTON,KS,66968,51,77639
30/09/2020,209858,11492,0,0,102200245,INBANK,200 SOUTH SECOND STREET ,RATON,NM,87740,51,614740
30/09/2020,210238,5685,0,14739,61205844,SOUTHEASTERN BANK,1010 NORTH WAY ,DARIEN,GA,31305,51,500535
30/09/2020,210256,13430,0,0,91213835,WADENA STATE BANK,304 1ST STREET SOUTHEAST ,WADENA,MN,56482,51,210996
30/09/2020,210434,913,0,0,71000152,"NORTHERN TRUST COMPANY, THE",50 SOUTH LA SALLE STREET ,CHICAGO,IL,60603,31,
30/09/2020,210779,29703,703917,3917,242372758,PEOPLES FEDERAL SAVINGS AND LOAN ASSOCIATION,101 E. COURT ST. ,SIDNEY,OH,45365,51,122018
30/09/2020,211114,281,0,0,42105170,"HYDEN CITIZENS BANK, INC",22023 MAIN STREET ,HYDEN,KY,41749,41,134959
30/09/2020,211271,29708,703927,3927,301071631,"NORTH AMERICAN SAVINGS BANK, FSB",12498 SOUTH HIGHWAY 71 ,GRANDVIEW,MO,64030,41,2539747
30/09/2020,211338,22090,0,0,64102902,COFFEE COUNTY BANK,2070 HILLSBORO BOULEVARD ,MANCHESTER,TN,37355,51,223800
30/09/2020,211851,18378,0,0,91914257,"SECURITY STATE BANK OF WANAMINGO, INCORPORATED",232 MAIN ST. ,WANAMINGO,MN,55983,51,68674
30/09/2020,212018,7613,0,0,31310206,PENNIAN BANK,2 N. MAIN STREET ,MIFFLINTOWN,PA,17059,41,601838
30/09/2020,212335,17089,0,17513,61102620,PERSONS BANKING COMPANY,88 NORTH LEE ST ,FORSYTH,GA,31029,41,378298
30/09/2020,212344,11759,0,0,73907952,CITIZENS STATE BANK,114 WEST MAIN ,WYOMING,IA,523620198,51,104714
30/09/2020,212465,22826,21541,0,122000496,"MUFG UNION BANK, NATIONAL ASSOCIATION",350 CALIFORNIA STREET ,SAN FRANCISCO,CA,94104,31,
30/09/2020,212522,11112,0,0,43308691,SOMERSET TRUST COMPANY,151 WEST MAIN STREET ,SOMERSET,PA,15501,41,1596496
30/09/2020,212577,27677,0,0,253170279,HOMETRUST BANK,10 WOODFIN STREET ,ASHEVILLE,NC,28801,41,3673800
30/09/2020,213471,27686,0,111,243374153,"SLOVENIAN SAVINGS AND LOAN ASSOCIATION OF CANONSBURG, PA",130 BOONE AVENUE ,STRABANE,PA,15363,51,477367
30/09/2020,213538,11782,0,0,65200861,BANK OF ABBEVILLE & TRUST COMPANY,123 CONCORD ,ABBEVILLE,LA,70510,51,190932
30/09/2020,213912,737,0,0,41208748,"APPLE CREEK BANKING COMPANY, THE",3 WEST MAIN STREET ,APPLE CREEK,OH,446060237,41,168480
30/09/2020,213958,9337,0,0,91905295,CITIZENS STATE BANK OF WAVERLY (INCORPORATED),609 PACIFIC AVENUE ,WAVERLY,MN,55390,41,96268
30/09/2020,214106,21591,718028,18028,221370467,"BANK OF GREENE COUNTY, THE",425 MAIN STREET ,CATSKILL,NY,12414,41,1796065
30/09/2020,214414,5969,0,0,41207341,"FARMERS & MERCHANTS STATE BANK, THE",307 NORTH DEFIANCE STREET ,ARCHBOLD,OH,43502,41,1802050
30/09/2020,214722,6862,0,11388,51403779,CHESAPEAKE BANK,97 NORTH MAIN STREET ,KILMARNOCK,VA,22482,41,1170703
30/09/2020,214807,623,0,0,21001033,DEUTSCHE BANK TRUST COMPANY AMERICAS,60 WALL STREET ,NEW YORK,NY,10005,41,46336000
30/09/2020,214843,4444,12636,0,73901479,"FIRST NATIONAL BANK IN CRESTON, THE",101 WEST ADAMS ,CRESTON,IA,50801,51,366533
30/09/2020,215345,16307,0,0,73922021,MANUFACTURERS BANK & TRUST COMPANY,245 EAST J STREET ,FOREST CITY,IA,50436,51,393420
30/09/2020,215354,19200,0,0,81015535,MERAMEC VALLEY BANK,35 MARSHALL ROAD ,VALLEY PARK,MO,63088,51,146962
30/09/2020,215653,11417,0,0,91210993,WELCOME STATE BANK,111 GUIDE STREET NORTH ,WELCOME,MN,56181,51,33791
30/09/2020,215662,18609,0,0,111323922,AMERICAN BANK OF COMMERCE,530 EAST HIGHWAY 62 ,WOLFFORTH,TX,79382,41,1185054
30/09/2020,215710,7614,0,0,31310219,"JUNIATA VALLEY BANK, THE",1 S. MAIN STREET ,MIFFLINTOWN,PA,17059,51,774144
30/09/2020,216164,24498,0,0,111312894,FIRST STATE BANK,1526 FOURTH ST ,GRAHAM,TX,76450,51,176811
30/09/2020,216230,25122,18214,15290,63211726,FIRST NATIONAL BANK NORTHWEST FLORIDA,101 EAST 23RD STREET ,PANAMA CITY,FL,324054501,51,190857
30/09/2020,216922,15019,0,14337,53104568,FIRST BANK,205 SE BROAD STREET ,SOUTHERN PINES,NC,28387,41,7064776
30/09/2020,217059,10168,0,0,91912330,FIRST FARMERS & MERCHANTS BANK,920 4TH STREET SOUTH ,CANNON FALLS,MN,55009,41,385343
30/09/2020,218131,21227,0,9678,64202501,CBBC BANK,330 E. BROADWAY ,MARYVILLE,TN,37804,51,406898
30/09/2020,218261,18454,14955,0,114923756,ZAPATA NATIONAL BANK,7TH & HIDALGO ,ZAPATA,TX,78076,51,87417
30/09/2020,218850,10644,0,0,104904905,STATE BANK OF ODELL,111 MAIN STREET ,ODELL,NE,68415,51,30032
