Reporting Period End Date,IDRSSD,FDIC Certificate Number,OCC Charter Number,OTS Docket Number,Primary ABA Routing Number,Financial Institution Name,Financial Institution Address,Financial Institution City,Financial Institution State,Financial Institution Zip Code,Financial Institution Filing Type,RCON2170
30/09/2021,966722,6616,9536,0,44210063,KINGSTON NATIONAL BANK,2 NORTH MAIN ,KINGSTON,OH,45644,51,473839
30/09/2021,966731,4958,8039,0,64204444,FIRST NATIONAL BANK,ALBERTA AT BEETS STREET ,ONEIDA,TN,37841,51,300198
30/09/2021,966973,31329,0,6753,281573686,WEST PLAINS SAVINGS AND LOAN ASSOCIATION,417 WEST BROADWAY STREET ,WEST PLAINS,MO,65775,51,88336
30/09/2021,967046,8745,0,0,71208297,FIRST STATE BANK OF MIDDLEBURY,111 SOUTH MAIN STREET ,MIDDLEBURY,IN,46540,51,733203
30/09/2021,967952,5369,0,0,104109739,WEST PLAINS BANK,200 NORTH MAIN ,AINSWORTH,NE,69210,51,120382
30/09/2021,968070,27981,700670,670,301171285,CAPITOL FEDERAL SAVINGS BANK,700 SOUTH KANSAS AVENUE ,TOPEKA,KS,666033894,41,9651994
30/09/2021,968155,17872,14833,0,102104888,"FIRST NATIONAL BANK, CORTEZ",2258 EAST MAIN ,CORTEZ,CO,81321,51,128753
30/09/2021,968249,14692,0,11132,73919212,PEOPLES BANK,12701 UNIVERSITY AVENUE ,CLIVE,IA,50325,51,402273
30/09/2021,968744,5006,0,0,84202073,FIRST CHOICE BANK,19 SOUTH MAIN STREET ,PONTOTOC,MS,38863,51,389461
30/09/2021,969059,10253,0,0,91309451,FIRST SECURITY BANK - WEST,100 EAST MAIN ,BEULAH,ND,58523,51,68019
30/09/2021,969255,19638,0,0,111101458,GUARANTY BANK & TRUST COMPANY OF DELHI,120 OAK STREET ,DELHI,LA,712322839,51,335758
30/09/2021,969639,6794,0,9887,52201938,"FNB BANK, INC.",105 NORTH HIGH STREET ,ROMNEY,WV,26757,51,252553
30/09/2021,969844,226,0,16800,73921404,GUTHRIE COUNTY STATE BANK,505 EAST MAIN STREET ,PANORA,IA,50216,51,176776
30/09/2021,969956,15105,0,0,114910222,ZAVALA COUNTY BANK,2300 NORTH US HIGHWAY 83 ,CRYSTAL CITY,TX,78839,51,81204
30/09/2021,970055,5136,0,0,91903844,FIRST BANK ELK RIVER,812 MAIN STREET NW ,ELK RIVER,MN,55330,51,395143
30/09/2021,971070,29208,0,3101,311371172,"DALHART FEDERAL SAVINGS & LOAN ASSOCIATION, SSB",502 DENROCK AVE. ,DALHART,TX,79022,51,121112
30/09/2021,971379,31345,0,6776,253170677,"HERTFORD SAVINGS BANK, SSB",121 NORTH CHURCH STREET ,HERTFORD,NC,27944,51,15921
30/09/2021,971959,22559,0,0,91310615,AMERICAN BANK CENTER,220 1ST AVENUE WEST ,DICKINSON,ND,58601,41,2036709
30/09/2021,972143,18518,0,14874,73913580,WESTSIDE STATE BANK,401 FIRST STREET ,WESTSIDE,IA,51467,51,141895
30/09/2021,972406,18342,0,0,11002864,BOSTON TRUST & INVESTMENT MANAGEMENT COMPANY,40 COURT STR ,BOSTON,MA,2108,41,62250
30/09/2021,972648,8235,0,0,84205708,PLANTERS BANK & TRUST COMPANY,212 CATCHINGS STREET ,INDIANOLA,MS,38751,41,1324763
30/09/2021,972732,15572,14619,10866,64107994,FIRST NATIONAL BANK OF PULASKI,206 SOUTH FIRST STREET ,PULASKI,TN,38478,41,1111555
30/09/2021,972750,4649,0,0,101103385,CONWAY BANK,124 WEST SPRING AVENUE ,CONWAY SPRINGS,KS,67031,51,107077
30/09/2021,972769,22366,0,0,122235902,GBC INTERNATIONAL BANK,"333 S. GRAND AVENUE, SUITE 3500 ",LOS ANGELES,CA,90071,51,695801
30/09/2021,972862,17739,0,0,111323207,PLAINS STATE BANK,19404 KENSWICK DRIVE ,HUMBLE,TX,77338,51,735383
30/09/2021,973252,12865,0,0,101111335,SWEDISH-AMERICAN STATE BANK,324 LIBERTY STREET ,COURTLAND,KS,66939,51,51402
30/09/2021,974558,3902,8029,0,91304634,FIRST NATIONAL BANK AND TRUST COMPANY OF BOTTINEAU,424 MAIN ST. ,BOTTINEAU,ND,58318,51,158880
30/09/2021,974754,13951,0,0,111104581,COMMUNITY BANK OF LOUISIANA,118 JEFFERSON ,MANSFIELD,LA,71052,51,676010
30/09/2021,975153,10608,0,0,81910436,UNICO BANK,625 VETERANS DRIVE ,MINERAL POINT,MO,63660,51,410152
30/09/2021,975256,26564,0,0,111101144,DELTA BANK,1617 CARTER ST ,VIDALIA,LA,71373,51,433843
30/09/2021,975452,5150,9262,0,91202480,"FIRST NATIONAL BANK OF GILBERT, THE",2 NORTH BROADWAY ,GILBERT,MN,55741,51,67883
30/09/2021,975555,18150,14886,0,113123560,FIRST NATIONAL BANK OF JASPER,301 E HOUSTON ST ,JASPER,TX,759514409,41,334072
30/09/2021,975751,91325,24106,0,61053203,CIBC NATIONAL TRUST COMPANY,3290 NORTHSIDE PARKWAY ,ATLANTA,GA,30327,41,319283
30/09/2021,975854,8853,0,0,91902023,GLENWOOD STATE BANK (INCORPORATED),5 EAST MINNESOTA ,GLENWOOD,MN,56334,51,431785
30/09/2021,976534,11732,0,16227,71105882,BANK OF FARMINGTON,16 NORTH MAIN STREET ,FARMINGTON,IL,61531,51,217482
30/09/2021,976552,34363,0,0,104001808,CORE BANK,17807 BURKE STREET ,OMAHA,NE,68118,51,773008
30/09/2021,976703,21868,16417,0,26008756,"BESSEMER TRUST COMPANY, N.A.",1271 AVENUE OF THE AMERICAS 46TH FLOOR,NEW YORK,NY,10020,51,3123987
30/09/2021,976954,17632,0,0,101113676,FARMERS STATE BANK,624 MAIN STREET ,DWIGHT,KS,66849,51,17867
30/09/2021,977045,93,0,0,82905819,RIVERSIDE BANK,COMMERCE AND MAIN STREET ,SPARKMAN,AR,71763,41,61962
30/09/2021,977250,25849,0,0,86505273,MIDWEST INDEPENDENT BANKERSBANK,910 WEATHERED ROCK ROAD ,JEFFERSON CITY,MO,65101,51,254026
30/09/2021,977616,7590,3147,0,31912332,"NATIONAL BANK OF MALVERN, THE",2 WEST KING STREET ,MALVERN,PA,19355,51,191324
30/09/2021,977652,16176,0,0,114922090,JOHNSON CITY BANK,100 EAST PECAN DRIVE ,JOHNSON CITY,TX,78636,51,156923
30/09/2021,977951,20776,0,0,91216133,BORDER BANK,4530 17TH AVE SOUTH ,FARGO,ND,58103,41,856409
30/09/2021,978118,7593,0,0,31309589,FIRST CITIZENS COMMUNITY BANK,15 SOUTH MAIN STREET ,MANSFIELD,PA,16933,41,2044408
30/09/2021,978417,741,0,0,44002909,FIRST CITY BANK,1885 NORTHWEST BLVD. ,COLUMBUS,OH,43212,51,69373
30/09/2021,978622,7910,0,0,43312386,MARS BANK,145 GRAND AVENUE ,MARS,PA,16046,51,492159
30/09/2021,979133,11734,0,0,71118264,FLANAGAN STATE BANK,301 WEST FALCON HIGHWAY ,FLANAGAN,IL,61740,51,247329
30/09/2021,979151,11477,0,0,104900938,AUBURN STATE BANK,1212 J STREET ,AUBURN,NE,68305,51,218127
30/09/2021,979357,19774,0,0,81501780,KAHOKA STATE BANK,201 WEST COMMERCIAL STREET ,KAHOKA,MO,63445,51,66317
30/09/2021,979375,32232,708028,8028,272471849,"STERLING BANK AND TRUST, FSB","ONE TOWNE SQUARE, SUITE 165 ",SOUTHFIELD,MI,48076,41,3124250
30/09/2021,979629,6811,9295,13958,51403041,FIRST NATIONAL BANK,622 BROAD STREET ,ALTAVISTA,VA,24517,51,951481
30/09/2021,979759,3279,5614,0,114911234,"KARNES COUNTY NATIONAL BANK OF KARNES CITY, THE",301 E. CALVERT STREET ,KARNES CITY,TX,781183211,51,442081
30/09/2021,980438,11669,0,16960,71113049,FIRST STATE BANK OF FORREST,133 EAST KRACK STREET ,FORREST,IL,61741,51,243659
30/09/2021,980531,16546,0,0,65204579,JD BANK,507 NORTH MAIN STREET ,JENNINGS,LA,70546,41,1343638
30/09/2021,980661,17985,0,0,121301015,FIRST HAWAIIAN BANK,999 BISHOP STREET ,HONOLULU,HI,96813,31,
30/09/2021,980773,29846,704194,4194,272471166,EATON COMMUNITY BANK,236 SOUTH COCHRAN ,CHARLOTTE,MI,48813,51,447878
30/09/2021,980951,1417,23926,0,91908881,WOODLANDS NATIONAL BANK,122 EAST MAIN STREET ,HINCKLEY,MN,55037,41,370249
30/09/2021,980960,19215,0,0,111902055,BENCHMARK BANK,"5700 LEGACY DR, STE 10 ",PLANO,TX,750243505,51,1100578
30/09/2021,981275,29845,0,4192,241270851,PREMIER BANK,275 W. FEDERAL STREET ,YOUNGSTOWN,OH,43512,41,7411414
30/09/2021,981350,12425,0,0,101104630,DICKINSON COUNTY BANK,101 SOUTH FACTORY STREET ,ENTERPRISE,KS,67441,41,17536
30/09/2021,981453,9354,0,0,91205571,FARMERS STATE BANK OF HOFFMAN,103 MAIN AVE. ,HOFFMAN,MN,56339,51,32887
30/09/2021,982142,8774,0,0,83904631,"CECILIAN BANK, THE",104 EAST MAIN STREET ,CECILIA,KY,427249519,51,1413606
30/09/2021,982348,13953,0,10826,73922432,IOWA STATE BANK,1101 MAIN STREET ,HULL,IA,51239,51,833792
30/09/2021,982553,8321,0,0,104106473,STOCKMENS BANK,"25 NORTH CASCADE AVENUE, SUITE 100 ",COLORADO SPRINGS,CO,80903,51,420582
30/09/2021,983055,5380,0,0,104903294,FIRST BANK OF BANCROFT,301 MAIN STREET ,BANCROFT,NE,68004,51,28136
30/09/2021,983158,9417,0,0,91308300,GRANT COUNTY STATE BANK,202 NORTH MAIN STREET ,CARSON,ND,58529,51,40681
30/09/2021,983457,4666,8796,0,101108319,"ARMED FORCES BANK, NATIONAL ASSOCIATION",320 KANSAS AVENUE ,FORT LEAVENWORTH,KS,66027,51,1237069
30/09/2021,983550,9745,0,0,91915670,HOME STATE BANK,1435 EAST HIGHWAY 12 ,LITCHFIELD,MN,55355,41,201288
30/09/2021,984258,4037,13677,0,103100522,FIRST NATIONAL BANK AND TRUST COMPANY OF ARDMORE,405 WEST MAIN STREET ,ARDMORE,OK,73401,51,604095
30/09/2021,984351,4621,0,0,101111678,FARMERS BANK & TRUST,101 SOUTH FOURTH ,ATWOOD,KS,67730,51,123054
30/09/2021,984379,12773,0,0,124301025,ALTABANK,33 EAST MAIN STREET ,AMERICAN FORK,UT,84003,51,3648859
30/09/2021,984454,15597,0,0,91916093,SECURITY STATE BANK OF KENYON,602 2ND STREET ,KENYON,MN,55946,51,71544
30/09/2021,984650,17444,0,0,104905140,FARMERS AND MERCHANTS BANK,402 MAIN STREET ,AXTELL,NE,68924,41,9634
30/09/2021,984856,1941,24092,0,81510564,"TIPTON LATHAM BANK, NATIONAL ASSOCIATION, THE",800 WEST HIGHWAY 50 ,TIPTON,MO,65081,51,157012
30/09/2021,985451,10528,0,0,111100909,EXCHANGE BANK AND TRUST COMPANY,700 FRONT STREET ,NATCHITOCHES,LA,71457,41,184761
30/09/2021,985479,29847,0,4195,241272040,WAYNE SAVINGS COMMUNITY BANK,151 NORTH MARKET STREET ,WOOSTER,OH,44691,51,628156
30/09/2021,986159,9330,0,0,91904267,FIRST STATE BANK OF LE CENTER,88 N. PARK AVE. ,LE CENTER,MN,56057,51,100277
30/09/2021,986551,5180,6921,0,91904270,"FIRST NATIONAL BANK OF LE CENTER, THE",701 ASH STREET NE ,LONSDALE,MN,55046,41,138503
30/09/2021,986757,16330,0,0,104113521,BATTLE CREEK STATE BANK,202 WEST MAIN STREET ,BATTLE CREEK,NE,68715,41,39755
30/09/2021,986935,155,0,14550,61205271,BANK OF ALAPAHA,245 NORTHEAST RAILROAD STREET ,ALAPAHA,GA,31622,51,234243
30/09/2021,987053,1390,0,0,91912521,LAKE AREA BANK,12790 1ST AVENUE NORTH ,LINDSTROM,MN,55045,51,437729
30/09/2021,987231,23257,0,14909,71124931,COMMUNITY STATE BANK,625 SOUTH EAST 2ND STREET ,GALVA,IL,61434,51,264728
30/09/2021,987259,13892,0,0,104105283,SANDHILLS STATE BANK,202 CLARK STREET ,BASSETT,NE,68714,51,325771
30/09/2021,987352,3914,5886,0,91300353,RAMSEY NATIONAL BANK,300 4TH ST. ,DEVILS LAKE,ND,58301,51,319669
30/09/2021,987576,29857,704214,4214,301170707,"LIBERTY SAVINGS ASSOCIATION, FSA, THE",24 SOUTH JUDSON ,FORT SCOTT,KS,66701,51,31886
30/09/2021,987651,19687,0,0,101101413,GARDEN PLAIN STATE BANK,10526 WEST MAPLE STREET ,WICHITA,KS,67209,51,141465
30/09/2021,987848,1839,0,0,74912645,COMMUNITY STATE BANK,101 S CHICAGO STREET ,ROYAL CENTER,IN,46978,41,163163
30/09/2021,988144,1022,15649,0,75902052,"CLARE BANK, NATIONAL ASSOCIATION",345 WEST PINE ,PLATTEVILLE,WI,53818,51,341975
30/09/2021,988153,21121,0,0,101102865,WESTERN STATE BANK,1500 EAST KANSAS AVENUE ,GARDEN CITY,KS,67846,41,591078
30/09/2021,988256,5196,6488,0,91204569,"FIRST NATIONAL BANK OF MCINTOSH, THE",260 CLEVELAND AVE. SW ,MCINTOSH,MN,56556,51,33244
30/09/2021,988452,4228,0,0,103009160,FIRST BETHANY BANK & TRUST,6500 NW 39TH EXPRESSWAY ,BETHANY,OK,730082797,51,274404
30/09/2021,989141,15311,0,13677,73921527,IOWA FALLS STATE BANK,601 WASHINGTON AVENUE ,IOWA FALLS,IA,50126,51,153042
30/09/2021,989347,13821,0,0,84101514,CROSS COUNTY BANK,399 EAST MERRIMAN ,WYNNE,AR,72396,51,328833
30/09/2021,989534,16228,0,17834,61212170,WHEELER COUNTY STATE BANK,49 WEST MAIN STREET ,ALAMO,GA,30411,51,123536
30/09/2021,989730,20100,0,0,64101660,TOWER COMMUNITY BANK,4564 MAIN STREET ,JASPER,TN,37347,51,254738
30/09/2021,989758,10502,0,0,101102551,BANKWEST OF KANSAS,924 MAIN STREET ,GOODLAND,KS,67735,51,139815
30/09/2021,989851,9332,0,0,91908412,BANK OF MAPLE PLAIN,4980 HWY 12 ,MAPLE PLAIN,MN,55359,51,111031
30/09/2021,990053,10163,0,0,91914561,SECURITY STATE BANK OF MARINE,120 JUDD STREET ,MARINE ON SAINT CROIX,MN,55047,51,189331
30/09/2021,990352,17477,0,0,101115030,UNITED BANK & TRUST,823 BROADWAY ,MARYSVILLE,KS,66508,51,721889
30/09/2021,990642,12365,8293,0,81211300,"FIRST NATIONAL BANK OF ALLENDALE, THE",301 EAST MAIN STREET ,ALLENDALE,IL,62410,51,319317
30/09/2021,991078,30128,0,4807,281371626,BOONVILLE FEDERAL SAVINGS BANK,123 NORTH THIRD STREET ,BOONVILLE,IN,47601,51,62826
30/09/2021,991135,925,0,0,71905817,"STATE BANK OF GENEVA, THE",22 SOUTH 4TH STREET ,GENEVA,IL,60134,51,110869
30/09/2021,991340,9087,0,0,71212128,1ST SOURCE BANK,100 NORTH MICHIGAN STREET ,SOUTH BEND,IN,46601,41,7965570
30/09/2021,991359,19349,0,0,81501492,FIRST MISSOURI BANK OF SEMO,500 INDEPENDENCE ,KENNETT,MO,63857,41,205497
30/09/2021,991555,4678,10789,0,101111953,"CITIZENS NATIONAL BANK, THE",417 COMMERCIAL STREET ,GREENLEAF,KS,66943,51,214215
30/09/2021,991621,823,0,13361,51402233,CITIZENS BANK AND TRUST COMPANY,126 SOUTH MAIN STREET ,BLACKSTONE,VA,23824,41,541182
30/09/2021,991854,17138,0,0,103112743,PEOPLES STATE BANK,117 EAST MAIN STREET ,BLAIR,OK,73526,51,18837
30/09/2021,992851,8942,0,0,91306137,STOCK GROWERS BANK,331 MAIN STREET SOUTH ,FORMAN,ND,58032,51,293948
30/09/2021,993250,5384,0,0,104904442,FIRST COMMUNITY BANK,201 MAIN STREET ,BEEMER,NE,68716,51,179628
30/09/2021,994435,58,0,13590,62102098,UNITED BANK,200 EAST NASHVILLE AVENUE ,ATMORE,AL,36502,51,1009138
30/09/2021,994770,30152,0,4853,271172615,"MILFORD BUILDING AND LOAN ASSOCIATION, SB",131 EAST JONES STREET ,MILFORD,IL,609530000,51,31962
30/09/2021,995076,22134,0,0,124302325,CACHE VALLEY BANK,101 NORTH MAIN STREET ,LOGAN,UT,84321,41,2883925
30/09/2021,995272,30155,704859,4859,231372400,HATBORO FEDERAL SAVINGS,221 S. YORK ROAD ,HATBORO,PA,19040,51,582261
30/09/2021,995517,16970,0,0,42102788,"PEOPLES BANK OF KENTUCKY, INC.",106 SOUTH MAIN CROSS STREET ,FLEMINGSBURG,KY,41041,51,366218
30/09/2021,995571,32532,0,8396,261291247,SOUTH GEORGIA BANK,401 SOUTH VETERANS BOULEVARD ,GLENNVILLE,GA,30427,41,202635
30/09/2021,995674,29858,0,4215,241271795,SSB COMMUNITY BANK,152 N WOOSTER AVENUE ,STRASBURG,OH,44680,51,156288
30/09/2021,995955,18892,15168,0,111301614,KRESS NATIONAL BANK,US HIGHWAY 87 AND WEST 4TH STREET ,KRESS,TX,79052,51,41619
30/09/2021,996260,19416,0,0,122210406,CTBC BANK CORP. (USA),"801 SOUTH FIGUEROA STREET, SUITE 2300 ",LOS ANGELES,CA,90017,41,4193834
30/09/2021,997155,10906,0,0,101103275,"BALDWIN STATE BANK, THE",721 HIGH STREET ,BALDWIN CITY,KS,66006,51,101002
30/09/2021,997557,8383,0,0,91308164,FIRST STATE BANK OF HARVEY,700 LINCOLN AVENUE ,HARVEY,ND,58341,51,95563
30/09/2021,997650,15142,0,0,81500749,CENTRAL BANK OF MOBERLY,500 WEST COATES ,MOBERLY,MO,65270,41,257097
30/09/2021,997847,14660,0,0,75909204,BANK OF PRAIRIE DU SAC,555 PARK AVENUE ,PRAIRIE DU SAC,WI,53578,41,599701
30/09/2021,998358,4693,0,0,101103547,HOWARD STATE BANK,100 SOUTH WABASH ,HOWARD,KS,67349,51,63764
30/09/2021,998648,12162,0,0,83902727,ELKTON BANK & TRUST COMPANY,30 PUBLIC SQUARE ,ELKTON,KY,42220,51,165224
30/09/2021,998657,4054,0,0,103104353,"FARMERS BANK, THE",31 WEST MAIN STREET ,CARNEGIE,OK,73015,51,77796
30/09/2021,998844,16265,0,15434,73922005,PEOPLES BANK,1230 VALLEY DRIVE ,ROCK VALLEY,IA,512470158,51,748228
30/09/2021,999355,16472,0,0,91216489,"GARY STATE BANK, THE",112 MAIN STREET ,GARY,MN,56545,41,17075
30/09/2021,999935,1700,0,12840,64204774,FIRST CENTURY BANK,1780 NORTH BROAD STREET ,TAZEWELL,TN,37879,41,513041
30/09/2021,1000052,12241,0,0,104913161,WASHINGTON COUNTY BANK,1523 WASHINGTON STREET ,BLAIR,NE,68008,51,540721
30/09/2021,1000100,33510,0,8530,211070120,EAST BOSTON SAVINGS BANK,10 MERIDIAN STREET ,BOSTON,MA,2128,41,6127605
30/09/2021,1000276,26393,0,1219,211870142,PITTSFIELD CO-OPERATIVE BANK,70 SOUTH STREET ,PITTSFIELD,MA,1201,51,386966
30/09/2021,1000641,13107,0,0,74902082,CITIZENS STATE BANK OF NEW CASTLE,1238 BROAD STREET ,NEW CASTLE,IN,47362,41,758912
30/09/2021,1000856,12432,0,0,101102933,"BAXTER STATE BANK, THE",1401 MILITARY AVENUE ,BAXTER SPRINGS,KS,66713,41,27256
30/09/2021,1000959,8824,0,0,91902036,EAGLE BANK,2 SOUTH FRANKLIN ,GLENWOOD,MN,56334,41,204826
30/09/2021,1001059,15324,0,0,91916161,SECURITY BANK & TRUST COMPANY,735 11TH ST. E. ,GLENCOE,MN,55336,41,689781
30/09/2021,1001152,19629,0,0,114902528,INTERNATIONAL BANK OF COMMERCE,1200 SAN BERNARDO STREET ,LAREDO,TX,78040,41,11053315
30/09/2021,1001639,19008,0,15641,71908160,PARKWAY BANK AND TRUST COMPANY,4800 NORTH HARLEM AVENUE ,HARWOOD HEIGHTS,IL,60706,41,2892278
30/09/2021,1001648,12383,0,0,81906013,CARROLLTON BANK,315 SIXTH STREET ,CARROLLTON,IL,62016,41,3023404
30/09/2021,1001853,14488,0,0,81905593,CITIZENS BANK,100 CIRCLE DRIVE ,NEW HAVEN,MO,63068,41,271966
30/09/2021,1002373,26455,0,3996,211371311,SAVERS CO-OPERATIVE BANK,270 MAIN STREET ,SOUTHBRIDGE,MA,1550,51,673307
30/09/2021,1002458,12722,0,0,111103281,SICILY ISLAND STATE BANK,5TH & NEWMAN ,SICILY ISLAND,LA,71368,51,72084
30/09/2021,1002878,28178,0,1067,243374218,NORTHWEST BANK,100 LIBERTY STREET ,WARREN,PA,16365,41,14476737
30/09/2021,1002953,4624,0,0,101112635,AMERICAN BANK OF BAXTER SPRINGS,1201 MILITARY AVENUE ,BAXTER SPRINGS,KS,66713,51,135571
30/09/2021,1003455,17636,0,0,101102344,ASTRA BANK,323 4TH STREET ,SCANDIA,KS,66966,51,383455
30/09/2021,1003558,10962,0,0,91211170,GRAND RAPIDS STATE BANK,523 1ST AVENUE NW ,GRAND RAPIDS,MN,55744,41,281095
30/09/2021,1003839,17388,0,0,65400483,M C BANK & TRUST COMPANY,1201 BRASHEAR AVENUE ,MORGAN CITY,LA,703802000,51,368913
30/09/2021,1003950,10597,0,0,101902201,"BANK OF ORRICK, THE",113 EAST SOUTH FRONT STREET ,ORRICK,MO,64077,51,43564
30/09/2021,1004256,16110,0,0,104113550,BUTTE STATE BANK,510 THAYER STREET ,BUTTE,NE,68722,51,50300
30/09/2021,1004470,26523,0,0,211371926,HOMETOWN BANK,31 SUTTON AVENUE ,OXFORD,MA,1540,51,1351976
30/09/2021,1005075,29874,704241,4241,272471182,DEARBORN FEDERAL SAVINGS BANK,22315 MICHIGAN AVENUE ,DEARBORN,MI,481240000,51,274111
30/09/2021,1005552,15038,0,0,101104164,"VALLEY STATE BANK, THE",502 NORTH MERCHANT ,BELLE PLAINE,KS,67013,51,179874
30/09/2021,1005655,15820,0,0,91205199,RED RIVER STATE BANK,300 2ND AVE. W. ,HALSTAD,MN,56548,41,138407
30/09/2021,1005851,18820,0,0,104113372,CEDAR RAPIDS STATE BANK,213 WEST MAIN STREET ,CEDAR RAPIDS,NE,68627,51,60407
30/09/2021,1006148,14209,0,15309,73911676,FARMERS STATE BANK,1240 8TH AVENUE ,MARION,IA,52302,51,1034857
30/09/2021,1006157,8214,0,0,91014652,FARMERS STATE BANK OF HAMEL,145 HAMEL ROAD ,HAMEL,MN,55340,51,196941
30/09/2021,1006513,21161,0,0,42101271,BANK OF THE BLUEGRASS AND TRUST CO.,101 EAST HIGH STREET ,LEXINGTON,KY,405074990,51,323732
30/09/2021,1006559,21897,0,0,81003275,BANK STAR,1999 WEST OSAGE STREET ,PACIFIC,MO,63069,51,163692
30/09/2021,1006652,11792,0,0,111101319,FRANKLIN STATE BANK & TRUST COMPANY,802 PRAIRIE STREET ,WINNSBORO,LA,712950940,41,210896
30/09/2021,1007015,15815,0,0,42100146,CENTRAL BANK & TRUST COMPANY,300 W. VINE ST./KINCAID TOWERS ,LEXINGTON,KY,40507,41,3669339
30/09/2021,1007051,4556,0,0,81504266,TPNB BANK,118 NORTH MAIN STREET ,PARIS,MO,65275,41,95121
30/09/2021,1007154,22139,0,0,111102596,PROGRESSIVE BANK,1411 NORTH 19TH STREET ,MONROE,LA,71201,51,761609
30/09/2021,1007417,7658,324,0,31912785,FIRST NATIONAL BANK & TRUST OF NEWTOWN,40 SOUTH STATE STREET ,NEWTOWN,PA,18940,51,1294736
30/09/2021,1007734,22205,0,0,61211427,BARWICK BANKING COMPANY,2020 EAST MAIN STREET ,BARWICK,GA,31720,41,124502
30/09/2021,1007752,10561,0,0,91210375,ARCADIAN BANK,601 N. BROADWAY ,HARTLAND,MN,56042,51,175776
30/09/2021,1007819,11868,0,0,31303129,"FIDELITY DEPOSIT AND DISCOUNT BANK, THE",NORTH BLAKELY & WEST DRINKER STS ,DUNMORE,PA,18512,51,2410251
30/09/2021,1007846,3709,0,12030,71901604,FIRST MIDWEST BANK,"8750 WEST BRYN MAWR AVENUE, SUITE 1300 ",CHICAGO,IL,60631,31,
30/09/2021,1007873,30260,0,5066,226072472,CROSS COUNTY SAVINGS BANK,7921 METROPOLITAN AVE. ,MIDDLE VILLAGE,NY,11379,51,571145
30/09/2021,1007930,11746,0,0,71113751,IROQUOIS FARMERS STATE BANK,111 WEST LINCOLN AVENUE ,IROQUOIS,IL,60945,51,140337
30/09/2021,1007958,14581,0,0,104903579,CLARKSON BANK,243 PINE STREET ,CLARKSON,NE,68629,51,68429
30/09/2021,1008076,28222,0,1168,231270858,HADDON SAVINGS BANK,201 WHITE HORSE PIKE ,HADDON HEIGHTS,NJ,8035,51,405249
30/09/2021,1008151,17410,0,0,101107404,BENDENA STATE BANK,933 FRIENDSHIP ROAD ,BENDENA,KS,66008,41,92931
30/09/2021,1008209,2496,1214,0,11102638,"NATIONAL IRON BANK, THE",195 MAIN STREET ,SALISBURY,CT,6068,51,247820
30/09/2021,1008432,20040,0,15386,71909091,MERCHANTS AND MANUFACTURERS BANK,801 SOUTH BRIGGS ,JOLIET,IL,60433,51,351676
30/09/2021,1008450,8323,0,0,104906880,COMMUNITY STATE BANK,102 SPRUCE STREET ,COLON,NE,68018,51,38896
30/09/2021,1008553,15741,0,0,91301815,COMMERCIAL BANK OF MOTT,325 BROWN AVENUE ,MOTT,ND,58646,51,115430
30/09/2021,1008674,26620,0,14595,211372404,READING CO-OPERATIVE BANK,180 HAVEN STREET ,READING,MA,1867,51,661678
30/09/2021,1008955,11409,0,0,91204103,VALLEY PREMIER BANK,416 6TH ST. ,HAWLEY,MN,56549,51,129048
30/09/2021,1009242,10618,0,0,101916307,BTC BANK,3606 MILLER STREET ,BETHANY,MO,64424,51,711292
30/09/2021,1009354,4705,0,0,101000925,SECURITY BANK OF KANSAS CITY,701 MINNESOTA AVENUE ,KANSAS CITY,KS,66101,41,3714457
30/09/2021,1009756,10907,0,0,101101879,GUARANTY STATE BANK AND TRUST COMPANY,201 SOUTH MILL STREET ,BELOIT,KS,67420,41,338921
30/09/2021,1009840,13736,0,13736,73914550,MAYNARD SAVINGS BANK,310 WEST MAIN STREET ,MAYNARD,IA,50655,41,69003
30/09/2021,1010015,10266,0,0,44208936,"CITIZENS BANK COMPANY, THE",5TH STREET & ULLMAN STREET ,BEVERLY,OH,45715,51,293448
30/09/2021,1010574,29878,0,0,271974017,AMERICAN COMMUNITY BANK OF INDIANA,7880 WICKER AVENUE ,SAINT JOHN,IN,46373,51,276451
30/09/2021,1011432,6786,9610,11246,51501671,"MOUNTAIN VALLEY BANK, N.A.",317 DAVIS AVENUE ,ELKINS,WV,26241,51,186288
30/09/2021,1011526,17735,14807,11051,51904524,CITY NATIONAL BANK OF WEST VIRGINIA,"3601 MACCORKLE AVE, SE ",CHARLESTON,WV,25304,41,5906324
30/09/2021,1011553,4630,0,0,101101866,FIRST BANK OF BELOIT,101 EAST MAIN STREET ,BELOIT,KS,67420,51,97101
30/09/2021,1011638,5694,0,14892,61203655,PRIMESOUTH BANK,3473 WEST HIGHWAY 84 ,BLACKSHEAR,GA,31516,51,1054744
30/09/2021,1011656,10160,23457,0,91905716,"STEARNS BANK OF HOLDINGFORD, NATIONAL ASSOCIATION",580 MAIN STREET ,HOLDINGFORD,MN,56340,51,100092
30/09/2021,1011852,17589,0,0,104106965,CULBERTSON BANK,318 TAYLOR ,CULBERTSON,NE,69024,41,14228
30/09/2021,1011955,15472,0,0,91301132,FIRST UNITED BANK,503 BRIGGS AVENUE SOUTH ,PARK RIVER,ND,58270,51,303031
30/09/2021,1012251,11559,0,0,111904150,FIRST STATE BANK AND TRUST COMPANY,110 WEST PANOLA STREET ,CARTHAGE,TX,756332632,51,572731
